subjnr;adaptation_target;us_valence;eval_rating;cs_filename
108;pas_2.5;positive;15;W   A   P   S
108;pas_5;positive;14;H   E   M   K
108;pas_2.5;negative;4;J   O   R   B
108;pas_2.5;positive;15;S   W   A   P
108;pas_5;negative;3;G   U   N   T
108;pas_5;negative;4;T   U   N   G
108;pas_2.5;negative;6;F   R   O   B
108;pas_2.5;negative;6;B   O   R   F
108;pas_2.5;negative;4;B   J   O   F
108;pas_5;positive;16;H   E   L   K
108;pas_5;negative;4;G   N   U   Z
108;pas_5;negative;4;T   U   G   Z
108;pas_5;positive;10;M   E   H   K
108;pas_2.5;positive;0;P   S   A   V
108;pas_5;negative;7;Z   U   N   G
108;pas_2.5;positive;8;V   A   S   P
108;pas_5;positive;17;K   L   E   H
108;pas_5;negative;8;N   U   G   Z
108;pas_2.5;positive;7;S   P   A   V
108;pas_5;positive;14;L   E   M   K
108;pas_5;negative;5;G   U   T   Z
108;pas_2.5;negative;6;R   O   B   F
108;pas_5;positive;15;K   E   L   M
108;pas_2.5;positive;6;V   A   P   S
108;pas_5;positive;15;K   L   E   M
108;pas_5;positive;15;K   E   H   M
108;pas_2.5;negative;5;J   O   R   F
108;pas_2.5;positive;6;S   A   P   V
108;pas_2.5;negative;2;J   O   B   F
108;pas_2.5;positive;5;S   V   A   W
108;pas_5;negative;4;Z   U   N   T
108;pas_2.5;negative;9;F   O   R   B
