subjnr;adaptation_target;us_valence;eval_rating;cs_filename
9;pas_5;negative;8;K   L   E   M
9;pas_5;positive;7;G   N   U   Z
9;pas_5;negative;7;L   E   M   K
9;pas_2.5;positive;10;F   O   R   B
9;pas_5;positive;9;T   U   G   Z
9;pas_2.5;negative;10;S   W   A   P
9;pas_2.5;positive;9;R   O   B   F
9;pas_2.5;negative;8;V   A   S   P
9;pas_2.5;negative;7;S   A   P   V
9;pas_5;positive;10;G   U   T   Z
9;pas_5;positive;12;G   U   N   T
9;pas_5;negative;12;K   E   H   M
9;pas_5;positive;9;Z   U   N   G
9;pas_5;negative;8;H   E   L   K
9;pas_2.5;positive;9;J   O   R   B
9;pas_5;positive;7;N   U   G   Z
9;pas_2.5;positive;6;B   J   O   F
9;pas_2.5;negative;6;P   S   A   V
9;pas_5;negative;6;M   E   H   K
9;pas_5;positive;10;T   U   N   G
9;pas_2.5;positive;10;J   O   R   F
9;pas_5;negative;11;H   E   M   K
9;pas_2.5;negative;7;V   A   P   S
9;pas_2.5;negative;8;W   A   P   S
9;pas_2.5;positive;10;J   O   B   F
9;pas_2.5;positive;11;F   R   O   B
9;pas_2.5;negative;6;S   P   A   V
9;pas_5;negative;9;K   E   L   M
9;pas_2.5;positive;10;B   O   R   F
9;pas_2.5;negative;5;S   V   A   W
9;pas_5;positive;11;Z   U   N   T
9;pas_5;negative;9;K   L   E   H
