subjnr;adaptation_target;us_valence;eval_rating;cs_filename
90;pas_5;negative;8;K   L   E   H
90;pas_2.5;positive;14;V   A   P   S
90;pas_2.5;positive;8;S   V   A   W
90;pas_2.5;negative;11;F   R   O   B
90;pas_2.5;positive;5;S   A   P   V
90;pas_5;negative;4;K   E   H   M
90;pas_2.5;positive;5;W   A   P   S
90;pas_5;positive;4;N   U   G   Z
90;pas_5;positive;9;Z   U   N   T
90;pas_2.5;positive;13;S   W   A   P
90;pas_5;negative;4;H   E   M   K
90;pas_2.5;negative;3;J   O   R   B
90;pas_2.5;negative;11;J   O   B   F
90;pas_5;positive;13;G   U   T   Z
90;pas_5;positive;9;Z   U   N   G
90;pas_2.5;positive;3;S   P   A   V
90;pas_5;negative;6;M   E   H   K
90;pas_5;negative;8;H   E   L   K
90;pas_2.5;negative;6;J   O   R   F
90;pas_2.5;positive;7;P   S   A   V
90;pas_2.5;negative;14;F   O   R   B
90;pas_5;positive;8;G   U   N   T
90;pas_2.5;negative;8;R   O   B   F
90;pas_2.5;negative;2;B   O   R   F
90;pas_2.5;negative;7;B   J   O   F
90;pas_5;negative;10;L   E   M   K
90;pas_5;positive;11;G   N   U   Z
90;pas_5;negative;6;K   E   L   M
90;pas_5;negative;5;K   L   E   M
90;pas_5;positive;6;T   U   N   G
90;pas_5;positive;7;T   U   G   Z
90;pas_2.5;positive;6;V   A   S   P
