subjnr;adaptation_target;us_valence;eval_rating;cs_filename
49;pas_5;negative;10;K   L   E   M
49;pas_2.5;positive;12;F   O   R   B
49;pas_2.5;negative;10;S   P   A   V
49;pas_2.5;positive;11;J   O   R   F
49;pas_5;positive;7;T   U   G   Z
49;pas_2.5;negative;9;P   S   A   V
49;pas_5;positive;8;G   U   N   T
49;pas_2.5;positive;11;F   R   O   B
49;pas_2.5;positive;10;J   O   B   F
49;pas_2.5;negative;9;S   A   P   V
49;pas_5;negative;10;K   L   E   H
49;pas_2.5;positive;7;B   J   O   F
49;pas_2.5;positive;10;J   O   R   B
49;pas_5;positive;9;T   U   N   G
49;pas_2.5;negative;10;S   V   A   W
49;pas_2.5;negative;10;W   A   P   S
49;pas_2.5;positive;8;R   O   B   F
49;pas_5;positive;9;G   N   U   Z
49;pas_2.5;negative;8;V   A   P   S
49;pas_5;negative;8;L   E   M   K
49;pas_5;positive;9;G   U   T   Z
49;pas_5;positive;8;N   U   G   Z
49;pas_5;positive;7;Z   U   N   G
49;pas_5;negative;10;K   E   H   M
49;pas_5;positive;9;Z   U   N   T
49;pas_5;negative;10;K   E   L   M
49;pas_2.5;negative;10;S   W   A   P
49;pas_5;negative;9;H   E   L   K
49;pas_5;negative;9;M   E   H   K
49;pas_2.5;positive;8;B   O   R   F
49;pas_2.5;negative;9;V   A   S   P
49;pas_5;negative;10;H   E   M   K
