subjnr;adaptation_target;us_valence;eval_rating;cs_filename
92;pas_2.5;positive;12;W   A   P   S
92;pas_5;positive;14;K   E   H   M
92;pas_5;negative;7;N   U   G   Z
92;pas_5;negative;5;T   U   N   G
92;pas_2.5;positive;3;V   A   S   P
92;pas_5;negative;6;G   U   T   Z
92;pas_5;positive;12;H   E   L   K
92;pas_5;negative;11;G   U   N   T
92;pas_2.5;negative;15;F   O   R   B
92;pas_2.5;negative;12;R   O   B   F
92;pas_2.5;positive;9;S   P   A   V
92;pas_5;negative;7;Z   U   N   G
92;pas_2.5;positive;7;S   A   P   V
92;pas_5;positive;14;H   E   M   K
92;pas_2.5;positive;11;P   S   A   V
92;pas_5;positive;13;K   E   L   M
92;pas_2.5;positive;11;S   W   A   P
92;pas_2.5;negative;13;J   O   R   F
92;pas_5;positive;15;K   L   E   M
92;pas_5;positive;12;M   E   H   K
92;pas_2.5;negative;9;B   O   R   F
92;pas_2.5;negative;10;B   J   O   F
92;pas_5;positive;12;K   L   E   H
92;pas_5;negative;8;T   U   G   Z
92;pas_5;positive;14;L   E   M   K
92;pas_2.5;negative;10;J   O   R   B
92;pas_2.5;positive;7;V   A   P   S
92;pas_2.5;negative;11;F   R   O   B
92;pas_2.5;negative;12;J   O   B   F
92;pas_5;negative;14;Z   U   N   T
92;pas_5;negative;5;G   N   U   Z
92;pas_2.5;positive;4;S   V   A   W
