subjnr;adaptation_target;us_valence;eval_rating;cs_filename
96;pas_2.5;positive;19;K   E   L   M
96;pas_2.5;positive;13;H   E   M   K
96;pas_5;positive;6;W   A   P   S
96;pas_5;positive;2;V   A   S   P
96;pas_5;positive;8;V   A   P   S
96;pas_2.5;positive;2;M   E   H   K
96;pas_2.5;negative;6;G   U   N   T
96;pas_5;negative;2;J   O   R   B
96;pas_2.5;negative;8;T   U   N   G
96;pas_5;negative;2;R   O   B   F
96;pas_5;negative;0;B   J   O   F
96;pas_2.5;positive;11;L   E   M   K
96;pas_5;positive;12;S   W   A   P
96;pas_2.5;positive;18;K   L   E   H
96;pas_5;negative;7;J   O   R   F
96;pas_2.5;negative;0;G   N   U   Z
96;pas_5;positive;0;P   S   A   V
96;pas_2.5;positive;17;H   E   L   K
96;pas_2.5;negative;14;Z   U   N   G
96;pas_5;negative;17;B   O   R   F
96;pas_5;negative;10;F   O   R   B
96;pas_2.5;positive;16;K   L   E   M
96;pas_2.5;negative;0;N   U   G   Z
96;pas_5;negative;0;J   O   B   F
96;pas_5;positive;0;S   A   P   V
96;pas_5;positive;0;S   P   A   V
96;pas_2.5;negative;16;Z   U   N   T
96;pas_2.5;negative;0;T   U   G   Z
96;pas_2.5;positive;15;K   E   H   M
96;pas_2.5;negative;12;G   U   T   Z
96;pas_5;negative;1;F   R   O   B
96;pas_5;positive;1;S   V   A   W
