subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
51;1;1;5.0;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.12;0;1;0;0;0.008;1
51;1;2;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.07;0;1;0;0;0.008;1
51;1;3;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.128;1;-1;1;1;0.008;6
51;1;4;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.12;-1;-1;1;1;0.008;6
51;1;5;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.07800000000000001;1;1;0;0;0.008;1
51;1;6;2.5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.08600000000000002;1;-1;1;1;0.008;6
51;1;7;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.07800000000000001;-1;1;2;2;0.004;1
51;1;8;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.11199999999999999;-1;-1;1;1;0.008;6
51;1;9;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.08200000000000002;1;-1;3;3;0.004;6
51;1;10;5.0;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.10399999999999998;-1;-1;1;1;0.008;6
51;1;11;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.09599999999999997;-1;-1;1;1;0.008;6
51;1;12;2.5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.07800000000000001;-1;-1;3;3;0.004;6
51;1;13;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.08799999999999997;-1;-1;1;1;0.008;6
51;1;14;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Bark 4.jpg;0.07400000000000001;-1;-1;3;3;0.004;6
51;1;15;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.07;-1;-1;3;3;0.004;6
51;1;16;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.07999999999999996;-1;-1;1;1;0.008;6
51;2;1;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.07199999999999995;-1;-1;1;1;0.008;5
51;2;2;5.0;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.07199999999999995;-1;-1;1;1;0.008;6
51;2;3;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.06399999999999995;-1;-1;1;1;0.008;6
51;2;4;2.5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.066;-1;-1;3;3;0.004;6
51;2;5;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.062;-1;-1;3;3;0.004;6
51;2;6;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.055999999999999946;-1;1;2;2;0.004;2
51;2;7;2.5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.057999999999999996;-1;-1;3;3;0.004;5
51;2;8;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.05399999999999999;-1;-1;3;3;0.004;6
51;2;9;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.04999999999999999;-1;-1;3;3;0.004;6
51;2;10;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.05999999999999994;1;1;2;2;0.004;4
51;2;11;5.0;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.06399999999999995;1;-1;3;3;0.004;6
51;2;12;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.05999999999999994;-1;-1;3;3;0.004;6
51;2;13;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.045999999999999985;-1;1;4;4;0.002;2
51;2;14;2.5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.04799999999999999;1;-1;5;5;0.002;6
51;2;15;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.045999999999999985;-1;1;6;6;0.002;1
51;2;16;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.05599999999999994;-1;1;4;4;0.002;1
51;3;1;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.04799999999999999;1;1;6;6;0.002;2
51;3;2;2.5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.04999999999999999;1;1;6;6;0.002;2
