subjnr;adaptation_target;us_valence;eval_rating;cs_filename
91;pas_2.5;positive;11;J   O   R   B
91;pas_2.5;positive;5;F   R   O   B
91;pas_5;negative;3;G   U   T   Z
91;pas_2.5;negative;2;P   S   A   V
91;pas_5;positive;13;H   E   L   K
91;pas_5;negative;5;Z   U   N   T
91;pas_5;positive;11;H   E   M   K
91;pas_2.5;negative;14;S   W   A   P
91;pas_2.5;positive;8;J   O   R   F
91;pas_2.5;positive;1;J   O   B   F
91;pas_5;negative;5;N   U   G   Z
91;pas_2.5;positive;10;F   O   R   B
91;pas_5;positive;12;K   E   L   M
91;pas_2.5;negative;2;S   V   A   W
91;pas_2.5;negative;4;V   A   P   S
91;pas_2.5;negative;7;V   A   S   P
91;pas_5;positive;4;K   E   H   M
91;pas_2.5;negative;2;S   A   P   V
91;pas_5;positive;12;M   E   H   K
91;pas_5;negative;7;T   U   G   Z
91;pas_5;negative;4;T   U   N   G
91;pas_2.5;negative;9;S   P   A   V
91;pas_5;negative;5;G   N   U   Z
91;pas_2.5;negative;3;W   A   P   S
91;pas_5;positive;13;K   L   E   M
91;pas_2.5;positive;10;B   O   R   F
91;pas_5;positive;7;L   E   M   K
91;pas_5;negative;6;Z   U   N   G
91;pas_5;positive;13;K   L   E   H
91;pas_5;negative;3;G   U   N   T
91;pas_2.5;positive;3;B   J   O   F
91;pas_2.5;positive;3;R   O   B   F
