subjnr;adaptation_target;us_valence;eval_rating;cs_filename
42;pas_2.5;negative;2;B   O   R   F
42;pas_2.5;negative;1;R   O   B   F
42;pas_2.5;negative;0;J   O   R   F
42;pas_5;negative;9;K   E   H   M
42;pas_2.5;negative;7;J   O   R   B
42;pas_5;positive;0;G   U   T   Z
42;pas_5;positive;10;T   U   G   Z
42;pas_2.5;negative;8;J   O   B   F
42;pas_5;negative;9;K   E   L   M
42;pas_5;positive;0;Z   U   N   G
42;pas_5;positive;0;G   U   N   T
42;pas_5;positive;0;G   N   U   Z
42;pas_5;negative;12;K   L   E   M
42;pas_2.5;positive;11;V   A   S   P
42;pas_5;negative;5;K   L   E   H
42;pas_2.5;positive;2;W   A   P   S
42;pas_5;positive;2;Z   U   N   T
42;pas_2.5;negative;2;F   R   O   B
42;pas_5;positive;9;N   U   G   Z
42;pas_2.5;positive;13;S   P   A   V
42;pas_2.5;negative;9;F   O   R   B
42;pas_2.5;negative;11;B   J   O   F
42;pas_5;negative;0;H   E   L   K
42;pas_2.5;positive;15;S   A   P   V
42;pas_5;positive;5;T   U   N   G
42;pas_2.5;positive;14;P   S   A   V
42;pas_2.5;positive;10;S   W   A   P
42;pas_2.5;positive;15;S   V   A   W
42;pas_5;negative;17;M   E   H   K
42;pas_5;negative;1;H   E   M   K
42;pas_5;negative;1;L   E   M   K
42;pas_2.5;positive;4;V   A   P   S
