subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
14;1;1;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.12;0;1;0;0;0.008;2
14;1;2;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.128;1;1;0;0;0.008;5
14;1;3;5.0;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.128;1;1;0;0;0.008;5
14;1;4;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.07;0;1;0;0;0.008;2
14;1;5;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.078;1;1;0;0;0.008;2
14;1;6;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.086;1;1;0;0;0.008;2
14;1;7;2.5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.094;1;1;0;0;0.008;2
14;1;8;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.128;1;1;0;0;0.008;4
14;1;9;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.136;1;1;0;0;0.008;5
14;1;10;2.5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.102;1;-1;1;1;0.008;5
14;1;11;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.136;1;1;0;0;0.008;5
14;1;12;5.0;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.136;1;1;0;0;0.008;5
14;1;13;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.094;-1;-1;1;1;0.008;3
14;1;14;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.086;-1;-1;1;1;0.008;3
14;1;15;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.136;1;1;0;0;0.008;5
14;1;16;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.078;-1;-1;1;1;0.008;3
14;2;1;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.136;1;1;0;0;0.008;5
14;2;2;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.136;1;1;0;0;0.008;5
14;2;3;5.0;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.136;1;1;0;0;0.008;5
14;2;4;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.07;-1;-1;1;1;0.008;3
14;2;5;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.062;-1;1;2;2;0.004;2
14;2;6;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.066;1;-1;3;3;0.004;3
14;2;7;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.136;1;1;0;0;0.008;5
14;2;8;2.5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.062;-1;-1;3;3;0.004;3
14;2;9;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.136;1;1;0;0;0.008;5
14;2;10;5.0;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.136;1;-1;1;1;0.008;6
14;2;11;2.5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.058;-1;-1;3;3;0.004;3
14;2;12;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.054;-1;1;4;4;0.002;2
14;2;13;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.128;-1;-1;1;1;0.008;5
14;2;14;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.056;1;-1;5;5;0.002;3
14;2;15;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.054;-1;1;6;6;0.002;2
14;2;16;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.128;-1;-1;1;1;0.008;5
14;3;1;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.128;-1;-1;1;1;0.008;5
14;3;2;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.056;1;1;6;6;0.002;2
14;3;3;5.0;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.128;-1;-1;1;1;0.008;5
14;3;4;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.058;1;1;6;6;0.002;2
14;3;5;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.128;-1;-1;1;1;0.008;5
14;3;6;2.5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.06;1;1;6;6;0.002;2
14;3;7;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.062;1;1;6;6;0.002;2
14;3;8;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.128;-1;-1;1;1;0.008;5
14;3;9;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.128;-1;-1;1;1;0.008;5
14;3;10;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.064;1;-1;7;7;0.002;5
14;3;11;2.5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.062;-1;-1;7;7;0.002;0
14;3;12;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.128;-1;-1;1;1;0.008;5
14;3;13;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.062;-1;1;8;8;0.001;2
14;3;14;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.128;-1;-1;1;1;0.008;5
14;3;15;5.0;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.128;-1;-1;1;1;0.008;5
14;3;16;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.063;1;1;8;8;0.001;2
14;4;1;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Bark 4.jpg;0.064;1;1;8;8;0.001;2
14;4;2;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.128;-1;-1;1;1;0.008;5
14;4;3;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.065;1;1;8;8;0.001;2
14;4;4;2.5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.066;1;1;8;8;0.001;1
14;4;5;5.0;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.128;-1;-1;1;1;0.008;5
14;4;6;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.128;-1;-1;1;1;0.008;5
14;4;7;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Neutral pose 3.jpg;0.128;-1;-1;1;1;0.008;5
14;4;8;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.067;1;1;8;8;0.001;1
14;4;9;5.0;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.128;-1;-1;1;1;0.008;5
14;4;10;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.128;-1;-1;1;1;0.008;6
14;4;11;2.5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.068;1;1;8;8;0.001;2
14;4;12;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.069;1;1;8;8;0.001;1
14;4;13;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.07;1;1;8;8;0.001;2
14;4;14;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.12;-1;1;2;2;0.004;4
14;4;15;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.124;1;1;2;2;0.004;5
14;4;16;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.071;1;1;8;8;0.001;2
14;5;1;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.124;1;1;2;2;0.004;5
14;5;2;5.0;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.124;1;1;2;2;0.004;5
14;5;3;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.124;1;1;2;2;0.004;5
14;5;4;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.072;1;-1;9;9;0.001;3
14;5;5;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.071;-1;-1;9;9;0.001;3
14;5;6;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.124;1;1;2;2;0.004;5
14;5;7;2.5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.07;-1;-1;9;9;0.001;3
14;5;8;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.069;-1;1;10;10;0.001;2
14;5;9;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.124;1;1;2;2;0.004;5
14;5;10;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.07;1;-1;11;11;0.001;3
14;5;11;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.124;1;1;2;2;0.004;5
14;5;12;5.0;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.124;1;1;2;2;0.004;5
14;5;13;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.124;1;1;2;2;0.004;5
14;5;14;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.069;-1;-1;11;11;0.001;3
14;5;15;2.5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.068;-1;1;12;12;0.001;1
14;5;16;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.069;1;1;12;12;0.001;1
