subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
94;1;1;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.12;0;1;0;0;0.008;1
94;1;2;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.128;1;1;0;0;0.008;2
94;1;3;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.07;0;1;0;0;0.008;1
94;1;4;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.136;1;1;0;0;0.008;4
94;1;5;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.07800000000000001;1;1;0;0;0.008;1
94;1;6;2.5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.08600000000000002;1;1;0;0;0.008;2
94;1;7;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.14400000000000002;1;-1;1;1;0.008;6
94;1;8;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.09400000000000003;1;-1;1;1;0.008;3
94;1;9;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.136;-1;-1;1;1;0.008;6
94;1;10;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.08600000000000002;-1;-1;1;1;0.008;3
94;1;11;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.128;-1;1;2;2;0.004;4
94;1;12;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.07800000000000001;-1;1;2;2;0.004;2
94;1;13;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.08200000000000002;1;1;2;2;0.004;1
94;1;14;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.08600000000000002;1;1;2;2;0.004;1
94;1;15;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.132;1;1;2;2;0.004;5
94;1;16;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.132;1;1;2;2;0.004;5
94;2;1;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.09000000000000002;1;1;2;2;0.004;2
94;2;2;2.5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.09400000000000003;1;1;2;2;0.004;1
94;2;3;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.132;1;1;2;2;0.004;4
94;2;4;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.09800000000000003;1;-1;3;3;0.004;3
94;2;5;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.09400000000000003;-1;1;4;4;0.002;2
94;2;6;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.136;1;1;2;2;0.004;5
94;2;7;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.136;1;1;2;2;0.004;4
94;2;8;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.14;1;1;2;2;0.004;5
94;2;9;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.09600000000000003;1;-1;5;5;0.002;4
94;2;10;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.14;1;1;2;2;0.004;5
94;2;11;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.09400000000000003;-1;-1;5;5;0.002;3
94;2;12;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.09200000000000003;-1;-1;5;5;0.002;3
94;2;13;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.14;1;1;2;2;0.004;5
94;2;14;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.14;1;1;2;2;0.004;5
94;2;15;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.09000000000000002;-1;1;6;6;0.002;2
94;2;16;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.14;1;1;2;2;0.004;4
94;3;1;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.14400000000000002;1;1;2;2;0.004;4
94;3;2;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.09200000000000003;1;1;6;6;0.002;0
94;3;3;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.09200000000000003;1;1;6;6;0.002;2
94;3;4;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.09400000000000003;1;-1;7;7;0.002;3
94;3;5;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.14800000000000002;1;1;2;2;0.004;5
94;3;6;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.14800000000000002;1;-1;3;3;0.004;6
94;3;7;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.14400000000000002;-1;-1;3;3;0.004;5
94;3;8;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.09200000000000003;-1;-1;7;7;0.002;3
94;3;9;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.14400000000000002;-1;-1;3;3;0.004;5
94;3;10;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.09000000000000002;-1;-1;7;7;0.002;3
94;3;11;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.08800000000000002;-1;1;8;8;0.001;2
94;3;12;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.14400000000000002;-1;-1;3;3;0.004;5
94;3;13;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.14400000000000002;-1;1;4;4;0.002;3
94;3;14;2.5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.08900000000000002;1;1;8;8;0.001;2
