subjnr;adaptation_target;us_valence;eval_rating;cs_filename
19;pas_2.5;negative;10;V   A   P   S
19;pas_2.5;positive;9;F   R   O   B
19;pas_5;negative;8;T   U   N   G
19;pas_5;negative;8;Z   U   N   G
19;pas_5;positive;10;M   E   H   K
19;pas_5;positive;9;H   E   L   K
19;pas_5;negative;10;G   U   N   T
19;pas_5;negative;9;T   U   G   Z
19;pas_5;positive;10;K   L   E   H
19;pas_2.5;negative;12;S   W   A   P
19;pas_2.5;negative;9;S   A   P   V
19;pas_5;positive;10;K   E   H   M
19;pas_5;positive;10;K   L   E   M
19;pas_2.5;negative;9;S   V   A   W
19;pas_2.5;negative;9;S   P   A   V
19;pas_5;negative;10;G   N   U   Z
19;pas_2.5;positive;9;R   O   B   F
19;pas_2.5;negative;9;V   A   S   P
19;pas_5;positive;10;H   E   M   K
19;pas_5;negative;9;G   U   T   Z
19;pas_2.5;positive;10;J   O   R   B
19;pas_5;positive;10;L   E   M   K
19;pas_2.5;positive;10;B   J   O   F
19;pas_5;negative;9;Z   U   N   T
19;pas_5;positive;10;K   E   L   M
19;pas_2.5;positive;10;F   O   R   B
19;pas_2.5;negative;9;W   A   P   S
19;pas_5;negative;9;N   U   G   Z
19;pas_2.5;positive;9;J   O   B   F
19;pas_2.5;negative;9;P   S   A   V
19;pas_2.5;positive;10;B   O   R   F
19;pas_2.5;positive;10;J   O   R   F
