subjnr;adaptation_target;us_valence;eval_rating;cs_filename
103;pas_5;negative;8;J   O   R   B
103;pas_2.5;positive;11;G   N   U   Z
103;pas_5;negative;4;J   O   B   F
103;pas_2.5;positive;13;G   U   N   T
103;pas_5;positive;19;S   W   A   P
103;pas_5;positive;5;S   P   A   V
103;pas_2.5;positive;14;G   U   T   Z
103;pas_2.5;positive;15;N   U   G   Z
103;pas_5;negative;12;F   O   R   B
103;pas_2.5;negative;9;K   L   E   H
103;pas_5;negative;2;J   O   R   F
103;pas_2.5;negative;6;L   E   M   K
103;pas_2.5;negative;15;H   E   L   K
103;pas_2.5;positive;12;T   U   G   Z
103;pas_5;negative;8;R   O   B   F
103;pas_5;positive;5;S   A   P   V
103;pas_5;negative;4;F   R   O   B
103;pas_5;positive;3;P   S   A   V
103;pas_2.5;positive;15;Z   U   N   G
103;pas_5;negative;12;B   J   O   F
103;pas_5;negative;0;B   O   R   F
103;pas_2.5;negative;7;H   E   M   K
103;pas_2.5;negative;15;K   E   L   M
103;pas_2.5;positive;12;Z   U   N   T
103;pas_5;positive;7;S   V   A   W
103;pas_5;positive;16;V   A   P   S
103;pas_5;positive;11;V   A   S   P
103;pas_2.5;negative;19;M   E   H   K
103;pas_2.5;positive;7;T   U   N   G
103;pas_2.5;negative;12;K   E   H   M
103;pas_5;positive;13;W   A   P   S
103;pas_2.5;negative;12;K   L   E   M
