subjnr;adaptation_target;us_valence;eval_rating;cs_filename
9;pas_2;positive;14;F   R   O   B
9;pas_5;negative;14;M   E   H   K
9;pas_5;positive;15;T   U   G   Z
9;pas_5;negative;5;K   L   E   M
9;pas_2;positive;12;J   O   B   F
9;pas_2;positive;12;B   O   R   F
9;pas_2;negative;12;S   W   A   P
9;pas_2;negative;10;V   A   P   S
9;pas_5;positive;7;Z   U   N   G
9;pas_5;positive;7;G   U   N   T
9;pas_2;negative;7;S   P   A   V
9;pas_5;positive;15;G   N   U   Z
9;pas_5;positive;9;T   U   N   G
9;pas_5;positive;15;G   U   T   Z
9;pas_2;positive;8;J   O   R   B
9;pas_5;positive;12;N   U   G   Z
9;pas_2;negative;15;V   A   S   P
9;pas_5;negative;8;K   E   H   M
9;pas_5;negative;7;H   E   L   K
9;pas_2;positive;13;B   J   O   F
9;pas_2;negative;16;W   A   P   S
9;pas_5;negative;3;L   E   M   K
9;pas_2;positive;12;F   O   R   B
9;pas_5;positive;8;Z   U   N   T
9;pas_2;negative;15;S   A   P   V
9;pas_2;positive;13;J   O   R   F
9;pas_2;positive;12;R   O   B   F
9;pas_5;negative;5;H   E   M   K
9;pas_5;negative;5;K   E   L   M
9;pas_5;negative;13;K   L   E   H
9;pas_2;negative;16;P   S   A   V
9;pas_2;negative;16;P   A   W   S
