subjnr;adaptation_target;us_valence;eval_rating;cs_filename
4;pas_5;positive;15;H   E   L   K
4;pas_5;positive;14;K   L   E   M
4;pas_5;negative;4;Z   U   N   T
4;pas_2;positive;4;W   A   P   S
4;pas_5;negative;3;N   U   G   Z
4;pas_2;negative;5;J   O   R   F
4;pas_5;positive;17;H   E   M   K
4;pas_2;negative;12;F   O   R   B
4;pas_5;positive;17;K   E   L   M
4;pas_5;positive;17;K   E   H   M
4;pas_2;positive;2;S   W   A   P
4;pas_2;positive;2;V   A   P   S
4;pas_2;negative;6;J   O   R   B
4;pas_2;negative;5;R   O   B   F
4;pas_5;negative;1;Z   U   N   G
4;pas_5;negative;0;G   U   N   T
4;pas_5;negative;1;G   N   U   Z
4;pas_2;negative;4;F   R   O   B
4;pas_5;positive;13;K   L   E   H
4;pas_2;positive;6;S   A   P   V
4;pas_2;negative;7;J   O   B   F
4;pas_5;negative;7;T   U   N   G
4;pas_5;negative;6;T   U   G   Z
4;pas_5;positive;13;L   E   M   K
4;pas_5;positive;18;M   E   H   K
4;pas_2;positive;4;P   S   A   V
4;pas_2;negative;7;B   J   O   F
4;pas_2;positive;4;V   A   S   P
4;pas_5;negative;3;G   U   T   Z
4;pas_2;positive;5;S   P   A   V
4;pas_2;positive;4;P   A   W   S
4;pas_2;negative;6;B   O   R   F
