subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
8;1;1;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.07;0;1;0;0.004;1
8;1;2;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.074;1;1;0;0.004;1
8;1;3;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.078;1;1;0;0.004;1
8;1;4;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral pose 3.jpg;0.12;0;1;0;0.004;1
8;1;5;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.124;1;1;0;0.004;1
8;1;6;pas_2;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.082;1;1;0;0.004;1
8;1;7;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.128;1;1;0;0.004;1
8;1;8;pas_5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.132;1;1;0;0.004;2
8;1;9;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.086;1;1;0;0.004;1
8;1;10;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.136;1;1;0;0.004;1
8;1;11;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.14;1;1;0;0.004;1
8;1;12;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.09;1;1;0;0.004;1
8;1;13;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.144;1;1;0;0.004;1
8;1;14;pas_5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.148;1;1;0;0.004;1
8;1;15;pas_2;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.094;1;1;0;0.004;1
8;1;16;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.098;1;1;0;0.004;1
8;2;1;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.102;1;1;0;0.004;1
8;2;2;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.106;1;1;0;0.004;1
8;2;3;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.152;1;1;0;0.004;1
8;2;4;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.156;1;1;0;0.004;1
8;2;5;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.16;1;1;0;0.004;2
8;2;6;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.11;1;1;0;0.004;2
8;2;7;pas_2;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.114;1;1;0;0.004;2
8;2;8;pas_5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.164;1;1;0;0.004;3
8;2;9;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.168;1;1;0;0.004;5
8;2;10;pas_2;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.118;1;1;0;0.004;2
8;2;11;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.168;1;1;0;0.004;2
8;2;12;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.122;1;1;0;0.004;2
8;2;13;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.126;1;1;0;0.004;2
8;2;14;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.13;1;1;0;0.004;3
8;2;15;pas_5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.172;1;1;0;0.004;5
8;2;16;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.172;1;1;0;0.004;5
8;3;1;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.172;1;1;0;0.004;2
8;3;2;pas_2;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.13;1;1;0;0.004;3
8;3;3;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.176;1;1;0;0.004;3
8;3;4;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.13;1;1;0;0.004;2
8;3;5;pas_5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.18;1;1;0;0.004;4
8;3;6;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.184;1;1;0;0.004;5
8;3;7;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.134;1;-1;1;0.004;5
8;3;8;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.13;-1;1;2;0.001;2
8;3;9;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.131;1;-1;3;0.001;5
8;3;10;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.184;1;1;0;0.004;5
8;3;11;pas_5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.184;1;-1;1;0.004;6
8;3;12;pas_2;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.13;-1;-1;3;0.001;3
8;3;13;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.18;-1;-1;1;0.004;5
8;3;14;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.18;-1;-1;1;0.004;6
8;3;15;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.13;-1;-1;3;0.001;5
8;3;16;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.129;-1;-1;3;0.001;3
