subjnr;adaptation_target;us_valence;eval_rating;cs_filename
5;pas_2;positive;9;T   U   N   G
5;pas_5;negative;8;S   A   P   V
5;pas_2;positive;11;G   N   U   Z
5;pas_2;negative;12;M   E   H   K
5;pas_5;negative;10;P   A   W   S
5;pas_5;negative;4;P   S   A   V
5;pas_2;negative;14;K   E   L   M
5;pas_5;positive;15;F   R   O   B
5;pas_5;negative;4;V   A   S   P
5;pas_5;positive;18;J   O   R   F
5;pas_2;negative;15;L   E   M   K
5;pas_2;negative;14;K   L   E   M
5;pas_2;positive;13;G   U   T   Z
5;pas_5;negative;5;V   A   P   S
5;pas_2;negative;11;H   E   M   K
5;pas_2;positive;18;Z   U   N   G
5;pas_5;positive;16;F   O   R   B
5;pas_5;negative;4;W   A   P   S
5;pas_2;negative;19;K   L   E   H
5;pas_2;positive;0;T   U   G   Z
5;pas_5;positive;0;R   O   B   F
5;pas_5;positive;0;J   O   B   F
5;pas_2;positive;17;G   U   N   T
5;pas_2;negative;14;K   E   H   M
5;pas_2;negative;14;H   E   L   K
5;pas_5;positive;17;J   O   R   B
5;pas_5;negative;17;S   W   A   P
5;pas_5;negative;1;S   P   A   V
5;pas_2;positive;0;N   U   G   Z
5;pas_5;positive;0;B   J   O   F
5;pas_2;positive;19;Z   U   N   T
5;pas_5;positive;14;B   O   R   F
