subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
9;1;1;pas_2;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.07;0;1;0;0.004;1
9;1;2;pas_5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.12;0;1;0;0.004;2
9;1;3;pas_5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.124;1;1;0;0.004;2
9;1;4;pas_5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.128;1;1;0;0.004;5
9;1;5;pas_2;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.074;1;1;0;0.004;2
9;1;6;pas_5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.128;1;1;0;0.004;4
9;1;7;pas_2;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.078;1;1;0;0.004;2
9;1;8;pas_2;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.082;1;1;0;0.004;2
9;1;9;pas_5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.132;1;1;0;0.004;5
9;1;10;pas_2;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.086;1;-1;1;0.004;4
9;1;11;pas_2;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.082;-1;1;2;0.001;2
9;1;12;pas_5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.132;1;-1;1;0.004;6
9;1;13;pas_5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.128;-1;1;2;0.001;2
9;1;14;pas_2;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.083;1;-1;3;0.001;4
