subjnr;adaptation_target;us_valence;eval_rating;cs_filename
10;pas_2;negative;16;B   J   O   F
10;pas_2;positive;13;P   S   A   V
10;pas_2;negative;15;R   O   B   F
10;pas_2;positive;0;S   W   A   P
10;pas_5;negative;16;L   E   M   K
10;pas_5;negative;19;K   L   E   H
10;pas_5;positive;8;G   U   T   Z
10;pas_5;positive;2;G   U   N   T
10;pas_2;positive;18;W   A   P   S
10;pas_5;positive;0;G   N   U   Z
10;pas_2;negative;10;B   O   R   F
10;pas_5;negative;5;M   E   H   K
10;pas_5;positive;16;Z   U   N   T
10;pas_5;negative;0;K   E   H   M
10;pas_2;negative;19;J   O   B   F
10;pas_5;positive;0;N   U   G   Z
10;pas_2;positive;19;S   P   A   V
10;pas_2;positive;6;V   A   P   S
10;pas_2;positive;14;S   A   P   V
10;pas_5;negative;17;K   E   L   M
10;pas_2;negative;18;J   O   R   B
10;pas_2;positive;5;V   A   S   P
10;pas_2;negative;11;F   R   O   B
10;pas_5;positive;4;T   U   N   G
10;pas_2;negative;15;J   O   R   F
10;pas_2;positive;15;P   A   W   S
10;pas_5;positive;15;Z   U   N   G
10;pas_5;negative;15;H   E   L   K
10;pas_2;negative;15;F   O   R   B
10;pas_5;positive;1;T   U   G   Z
10;pas_5;negative;0;K   L   E   M
10;pas_5;negative;9;H   E   M   K
