ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
117	5	1	Water	DisRaFD	171	labor2	2015-01-30_13.37.35.012000
117	1	2	Water	FeaRaFD	171	labor2	2015-01-30_13.37.35.012000
117	2	3	Water	MereExp	171	labor2	2015-01-30_13.37.35.012000
117	3	4	Water	DisIAPS	171	labor2	2015-01-30_13.37.35.012000
117	7	1	Water	MereExp	230	labor2	2015-01-30_13.37.35.012000
117	8	2	Water	FeaRaFD	230	labor2	2015-01-30_13.37.35.012000
117	4	3	Water	DisRaFD	230	labor2	2015-01-30_13.37.35.012000
117	6	4	Water	DisIAPS	230	labor2	2015-01-30_13.37.35.012000
117	8	1	Aero0	DisRaFD	171	labor2	2015-01-30_13.37.35.012000
117	5	2	Aero0	MereExp	171	labor2	2015-01-30_13.37.35.012000
117	2	3	Aero0	FeaRaFD	171	labor2	2015-01-30_13.37.35.012000
117	6	4	Aero0	DisIAPS	171	labor2	2015-01-30_13.37.35.012000
117	1	1	Aero0	DisRaFD	230	labor2	2015-01-30_13.37.35.012000
117	3	2	Aero0	DisIAPS	230	labor2	2015-01-30_13.37.35.012000
117	4	3	Aero0	FeaRaFD	230	labor2	2015-01-30_13.37.35.012000
117	7	4	Aero0	MereExp	230	labor2	2015-01-30_13.37.35.012000
