ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
992	7	1	Water	DisRaFD	171	labor4	2015-01-16_17.38.50.825000
992	6	2	Water	DisIAPS	171	labor4	2015-01-16_17.38.50.825000
992	1	3	Water	MereExp	171	labor4	2015-01-16_17.38.50.825000
992	3	4	Water	FeaRaFD	171	labor4	2015-01-16_17.38.50.825000
992	4	1	Water	FeaRaFD	230	labor4	2015-01-16_17.38.50.825000
992	5	2	Water	MereExp	230	labor4	2015-01-16_17.38.50.825000
992	2	3	Water	DisIAPS	230	labor4	2015-01-16_17.38.50.825000
992	8	4	Water	DisRaFD	230	labor4	2015-01-16_17.38.50.825000
992	3	1	Aero0	FeaRaFD	171	labor4	2015-01-16_17.38.50.825000
992	5	2	Aero0	DisRaFD	171	labor4	2015-01-16_17.38.50.825000
992	8	3	Aero0	DisIAPS	171	labor4	2015-01-16_17.38.50.825000
992	6	4	Aero0	MereExp	171	labor4	2015-01-16_17.38.50.825000
992	4	1	Aero0	DisRaFD	230	labor4	2015-01-16_17.38.50.825000
992	1	2	Aero0	MereExp	230	labor4	2015-01-16_17.38.50.825000
992	7	3	Aero0	FeaRaFD	230	labor4	2015-01-16_17.38.50.825000
992	2	4	Aero0	DisIAPS	230	labor4	2015-01-16_17.38.50.825000
