ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
24	7	1	Water	DisRaFD	171	labor5	2015-01-21_10.03.54.912000
24	2	2	Water	FeaRaFD	171	labor5	2015-01-21_10.03.54.912000
24	6	3	Water	DisIAPS	171	labor5	2015-01-21_10.03.54.912000
24	4	4	Water	MereExp	171	labor5	2015-01-21_10.03.54.912000
24	3	1	Water	MereExp	230	labor5	2015-01-21_10.03.54.912000
24	1	2	Water	DisRaFD	230	labor5	2015-01-21_10.03.54.912000
24	8	3	Water	FeaRaFD	230	labor5	2015-01-21_10.03.54.912000
24	5	4	Water	DisIAPS	230	labor5	2015-01-21_10.03.54.912000
24	7	1	Aero0	FeaRaFD	171	labor5	2015-01-21_10.03.54.912000
24	2	2	Aero0	DisIAPS	171	labor5	2015-01-21_10.03.54.912000
24	5	3	Aero0	DisRaFD	171	labor5	2015-01-21_10.03.54.912000
24	1	4	Aero0	MereExp	171	labor5	2015-01-21_10.03.54.912000
24	8	1	Aero0	FeaRaFD	230	labor5	2015-01-21_10.03.54.912000
24	3	2	Aero0	DisIAPS	230	labor5	2015-01-21_10.03.54.912000
24	4	3	Aero0	MereExp	230	labor5	2015-01-21_10.03.54.912000
24	6	4	Aero0	DisRaFD	230	labor5	2015-01-21_10.03.54.912000
