ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
12	6	1	Water	DisRaFD	171	labor2	2015-01-20_10.30.29.453000
12	8	2	Water	FeaRaFD	171	labor2	2015-01-20_10.30.29.453000
12	2	3	Water	MereExp	171	labor2	2015-01-20_10.30.29.453000
12	5	4	Water	DisIAPS	171	labor2	2015-01-20_10.30.29.453000
12	3	1	Water	DisRaFD	230	labor2	2015-01-20_10.30.29.453000
12	7	2	Water	DisIAPS	230	labor2	2015-01-20_10.30.29.453000
12	1	3	Water	MereExp	230	labor2	2015-01-20_10.30.29.453000
12	4	4	Water	FeaRaFD	230	labor2	2015-01-20_10.30.29.453000
12	1	1	Aero0	MereExp	171	labor2	2015-01-20_10.30.29.453000
12	6	2	Aero0	DisRaFD	171	labor2	2015-01-20_10.30.29.453000
12	4	3	Aero0	DisIAPS	171	labor2	2015-01-20_10.30.29.453000
12	2	4	Aero0	FeaRaFD	171	labor2	2015-01-20_10.30.29.453000
12	3	1	Aero0	DisRaFD	230	labor2	2015-01-20_10.30.29.453000
12	5	2	Aero0	FeaRaFD	230	labor2	2015-01-20_10.30.29.453000
12	7	3	Aero0	MereExp	230	labor2	2015-01-20_10.30.29.453000
12	8	4	Aero0	DisIAPS	230	labor2	2015-01-20_10.30.29.453000
