ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
143	1	1	Water	DisIAPS	171	labor4	2015-02-11_10.50.52.467000
143	4	2	Water	DisRaFD	171	labor4	2015-02-11_10.50.52.467000
143	2	3	Water	MereExp	171	labor4	2015-02-11_10.50.52.467000
143	8	4	Water	FeaRaFD	171	labor4	2015-02-11_10.50.52.467000
143	6	1	Water	MereExp	230	labor4	2015-02-11_10.50.52.467000
143	3	2	Water	FeaRaFD	230	labor4	2015-02-11_10.50.52.467000
143	7	3	Water	DisRaFD	230	labor4	2015-02-11_10.50.52.467000
143	5	4	Water	DisIAPS	230	labor4	2015-02-11_10.50.52.467000
143	1	1	Aero0	DisRaFD	171	labor4	2015-02-11_10.50.52.467000
143	8	2	Aero0	FeaRaFD	171	labor4	2015-02-11_10.50.52.467000
143	3	3	Aero0	MereExp	171	labor4	2015-02-11_10.50.52.467000
143	7	4	Aero0	DisIAPS	171	labor4	2015-02-11_10.50.52.467000
143	4	1	Aero0	DisRaFD	230	labor4	2015-02-11_10.50.52.467000
143	6	2	Aero0	DisIAPS	230	labor4	2015-02-11_10.50.52.467000
143	2	3	Aero0	FeaRaFD	230	labor4	2015-02-11_10.50.52.467000
143	5	4	Aero0	MereExp	230	labor4	2015-02-11_10.50.52.467000
