ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
100	1	1	Water	DisRaFD	171	labor6	2015-01-29_14.40.18.399000
100	2	2	Water	MereExp	171	labor6	2015-01-29_14.40.18.399000
100	5	3	Water	FeaRaFD	171	labor6	2015-01-29_14.40.18.399000
100	8	4	Water	DisIAPS	171	labor6	2015-01-29_14.40.18.399000
100	3	1	Water	DisRaFD	230	labor6	2015-01-29_14.40.18.399000
100	7	2	Water	DisIAPS	230	labor6	2015-01-29_14.40.18.399000
100	4	3	Water	FeaRaFD	230	labor6	2015-01-29_14.40.18.399000
100	6	4	Water	MereExp	230	labor6	2015-01-29_14.40.18.399000
100	1	1	Aero0	DisRaFD	171	labor6	2015-01-29_14.40.18.399000
100	3	2	Aero0	FeaRaFD	171	labor6	2015-01-29_14.40.18.399000
100	7	3	Aero0	DisIAPS	171	labor6	2015-01-29_14.40.18.399000
100	4	4	Aero0	MereExp	171	labor6	2015-01-29_14.40.18.399000
100	5	1	Aero0	FeaRaFD	230	labor6	2015-01-29_14.40.18.399000
100	8	2	Aero0	DisRaFD	230	labor6	2015-01-29_14.40.18.399000
100	6	3	Aero0	DisIAPS	230	labor6	2015-01-29_14.40.18.399000
100	2	4	Aero0	MereExp	230	labor6	2015-01-29_14.40.18.399000
