ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
46	3	1	Water	DisRaFD	171	labor5	2015-01-26_11.05.33.139000
46	7	2	Water	DisIAPS	171	labor5	2015-01-26_11.05.33.139000
46	1	3	Water	MereExp	171	labor5	2015-01-26_11.05.33.139000
46	4	4	Water	FeaRaFD	171	labor5	2015-01-26_11.05.33.139000
46	6	1	Water	MereExp	230	labor5	2015-01-26_11.05.33.139000
46	8	2	Water	DisIAPS	230	labor5	2015-01-26_11.05.33.139000
46	2	3	Water	FeaRaFD	230	labor5	2015-01-26_11.05.33.139000
46	5	4	Water	DisRaFD	230	labor5	2015-01-26_11.05.33.139000
46	8	1	Aero0	DisIAPS	171	labor5	2015-01-26_11.05.33.139000
46	5	2	Aero0	MereExp	171	labor5	2015-01-26_11.05.33.139000
46	7	3	Aero0	FeaRaFD	171	labor5	2015-01-26_11.05.33.139000
46	2	4	Aero0	DisRaFD	171	labor5	2015-01-26_11.05.33.139000
46	4	1	Aero0	DisIAPS	230	labor5	2015-01-26_11.05.33.139000
46	3	2	Aero0	DisRaFD	230	labor5	2015-01-26_11.05.33.139000
46	6	3	Aero0	FeaRaFD	230	labor5	2015-01-26_11.05.33.139000
46	1	4	Aero0	MereExp	230	labor5	2015-01-26_11.05.33.139000
