ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
137	8	1	Water	MereExp	171	labor5	2015-02-05_14.12.12.794000
137	4	2	Water	FeaRaFD	171	labor5	2015-02-05_14.12.12.794000
137	2	3	Water	DisIAPS	171	labor5	2015-02-05_14.12.12.794000
137	5	4	Water	DisRaFD	171	labor5	2015-02-05_14.12.12.794000
137	1	1	Water	DisRaFD	230	labor5	2015-02-05_14.12.12.794000
137	3	2	Water	MereExp	230	labor5	2015-02-05_14.12.12.794000
137	7	3	Water	FeaRaFD	230	labor5	2015-02-05_14.12.12.794000
137	6	4	Water	DisIAPS	230	labor5	2015-02-05_14.12.12.794000
137	8	1	Aero0	MereExp	171	labor5	2015-02-05_14.12.12.794000
137	6	2	Aero0	DisIAPS	171	labor5	2015-02-05_14.12.12.794000
137	3	3	Aero0	FeaRaFD	171	labor5	2015-02-05_14.12.12.794000
137	1	4	Aero0	DisRaFD	171	labor5	2015-02-05_14.12.12.794000
137	7	1	Aero0	MereExp	230	labor5	2015-02-05_14.12.12.794000
137	5	2	Aero0	DisIAPS	230	labor5	2015-02-05_14.12.12.794000
137	4	3	Aero0	FeaRaFD	230	labor5	2015-02-05_14.12.12.794000
137	2	4	Aero0	DisRaFD	230	labor5	2015-02-05_14.12.12.794000
