ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
99	6	1	Water	DisIAPS	171	labor1	2015-01-29_14.40.05.378000
99	4	2	Water	MereExp	171	labor1	2015-01-29_14.40.05.378000
99	5	3	Water	DisRaFD	171	labor1	2015-01-29_14.40.05.378000
99	7	4	Water	FeaRaFD	171	labor1	2015-01-29_14.40.05.378000
99	8	1	Water	DisIAPS	230	labor1	2015-01-29_14.40.05.378000
99	1	2	Water	DisRaFD	230	labor1	2015-01-29_14.40.05.378000
99	2	3	Water	MereExp	230	labor1	2015-01-29_14.40.05.378000
99	3	4	Water	FeaRaFD	230	labor1	2015-01-29_14.40.05.378000
99	1	1	Aero0	DisRaFD	171	labor1	2015-01-29_14.40.05.378000
99	4	2	Aero0	DisIAPS	171	labor1	2015-01-29_14.40.05.378000
99	5	3	Aero0	FeaRaFD	171	labor1	2015-01-29_14.40.05.378000
99	8	4	Aero0	MereExp	171	labor1	2015-01-29_14.40.05.378000
99	7	1	Aero0	DisIAPS	230	labor1	2015-01-29_14.40.05.378000
99	3	2	Aero0	FeaRaFD	230	labor1	2015-01-29_14.40.05.378000
99	6	3	Aero0	MereExp	230	labor1	2015-01-29_14.40.05.378000
99	2	4	Aero0	DisRaFD	230	labor1	2015-01-29_14.40.05.378000
