ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
80	1	1	Water	FeaRaFD	171	labor8	2015-01-29_09.10.39.827000
80	5	2	Water	MereExp	171	labor8	2015-01-29_09.10.39.827000
80	6	3	Water	DisIAPS	171	labor8	2015-01-29_09.10.39.827000
80	8	4	Water	DisRaFD	171	labor8	2015-01-29_09.10.39.827000
80	3	1	Water	FeaRaFD	230	labor8	2015-01-29_09.10.39.827000
80	4	2	Water	DisRaFD	230	labor8	2015-01-29_09.10.39.827000
80	7	3	Water	MereExp	230	labor8	2015-01-29_09.10.39.827000
80	2	4	Water	DisIAPS	230	labor8	2015-01-29_09.10.39.827000
80	1	1	Aero0	FeaRaFD	171	labor8	2015-01-29_09.10.39.827000
80	6	2	Aero0	DisRaFD	171	labor8	2015-01-29_09.10.39.827000
80	5	3	Aero0	DisIAPS	171	labor8	2015-01-29_09.10.39.827000
80	7	4	Aero0	MereExp	171	labor8	2015-01-29_09.10.39.827000
80	2	1	Aero0	DisRaFD	230	labor8	2015-01-29_09.10.39.827000
80	8	2	Aero0	DisIAPS	230	labor8	2015-01-29_09.10.39.827000
80	4	3	Aero0	MereExp	230	labor8	2015-01-29_09.10.39.827000
80	3	4	Aero0	FeaRaFD	230	labor8	2015-01-29_09.10.39.827000
