ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
67	7	1	Water	DisRaFD	171	labor2	2015-01-28_11.56.02.323000
67	8	2	Water	MereExp	171	labor2	2015-01-28_11.56.02.323000
67	6	3	Water	DisIAPS	171	labor2	2015-01-28_11.56.02.323000
67	2	4	Water	FeaRaFD	171	labor2	2015-01-28_11.56.02.323000
67	3	1	Water	DisIAPS	230	labor2	2015-01-28_11.56.02.323000
67	4	2	Water	FeaRaFD	230	labor2	2015-01-28_11.56.02.323000
67	1	3	Water	DisRaFD	230	labor2	2015-01-28_11.56.02.323000
67	5	4	Water	MereExp	230	labor2	2015-01-28_11.56.02.323000
67	1	1	Aero0	DisRaFD	171	labor2	2015-01-28_11.56.02.323000
67	6	2	Aero0	FeaRaFD	171	labor2	2015-01-28_11.56.02.323000
67	8	3	Aero0	DisIAPS	171	labor2	2015-01-28_11.56.02.323000
67	5	4	Aero0	MereExp	171	labor2	2015-01-28_11.56.02.323000
67	7	1	Aero0	DisRaFD	230	labor2	2015-01-28_11.56.02.323000
67	3	2	Aero0	MereExp	230	labor2	2015-01-28_11.56.02.323000
67	2	3	Aero0	FeaRaFD	230	labor2	2015-01-28_11.56.02.323000
67	4	4	Aero0	DisIAPS	230	labor2	2015-01-28_11.56.02.323000
