ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
50	7	1	Water	FeaRaFD	171	labor2	2015-01-26_13.58.26.461000
50	8	2	Water	DisIAPS	171	labor2	2015-01-26_13.58.26.461000
50	6	3	Water	DisRaFD	171	labor2	2015-01-26_13.58.26.461000
50	2	4	Water	MereExp	171	labor2	2015-01-26_13.58.26.461000
50	1	1	Water	DisRaFD	230	labor2	2015-01-26_13.58.26.461000
50	5	2	Water	FeaRaFD	230	labor2	2015-01-26_13.58.26.461000
50	4	3	Water	MereExp	230	labor2	2015-01-26_13.58.26.461000
50	3	4	Water	DisIAPS	230	labor2	2015-01-26_13.58.26.461000
50	5	1	Aero0	DisRaFD	171	labor2	2015-01-26_13.58.26.461000
50	3	2	Aero0	DisIAPS	171	labor2	2015-01-26_13.58.26.461000
50	6	3	Aero0	MereExp	171	labor2	2015-01-26_13.58.26.461000
50	2	4	Aero0	FeaRaFD	171	labor2	2015-01-26_13.58.26.461000
50	4	1	Aero0	DisRaFD	230	labor2	2015-01-26_13.58.26.461000
50	1	2	Aero0	FeaRaFD	230	labor2	2015-01-26_13.58.26.461000
50	7	3	Aero0	MereExp	230	labor2	2015-01-26_13.58.26.461000
50	8	4	Aero0	DisIAPS	230	labor2	2015-01-26_13.58.26.461000
