ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
1	2	1	Water	FeaRaFD	171	labor5	2015-01-15_15.34.18.150000
1	5	2	Water	DisIAPS	171	labor5	2015-01-15_15.34.18.150000
1	6	3	Water	MereExp	171	labor5	2015-01-15_15.34.18.150000
1	7	4	Water	DisRaFD	171	labor5	2015-01-15_15.34.18.150000
1	3	1	Water	MereExp	230	labor5	2015-01-15_15.34.18.150000
1	1	2	Water	DisRaFD	230	labor5	2015-01-15_15.34.18.150000
1	4	3	Water	DisIAPS	230	labor5	2015-01-15_15.34.18.150000
1	8	4	Water	FeaRaFD	230	labor5	2015-01-15_15.34.18.150000
1	1	1	Aero0	DisRaFD	171	labor5	2015-01-15_15.34.18.150000
1	3	2	Aero0	FeaRaFD	171	labor5	2015-01-15_15.34.18.150000
1	6	3	Aero0	MereExp	171	labor5	2015-01-15_15.34.18.150000
1	2	4	Aero0	DisIAPS	171	labor5	2015-01-15_15.34.18.150000
1	4	1	Aero0	FeaRaFD	230	labor5	2015-01-15_15.34.18.150000
1	8	2	Aero0	MereExp	230	labor5	2015-01-15_15.34.18.150000
1	7	3	Aero0	DisRaFD	230	labor5	2015-01-15_15.34.18.150000
1	5	4	Aero0	DisIAPS	230	labor5	2015-01-15_15.34.18.150000
