ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
38	6	1	Water	DisRaFD	171	labor2	2015-01-22_13.29.59.725000
38	5	2	Water	DisIAPS	171	labor2	2015-01-22_13.29.59.725000
38	8	3	Water	MereExp	171	labor2	2015-01-22_13.29.59.725000
38	3	4	Water	FeaRaFD	171	labor2	2015-01-22_13.29.59.725000
38	7	1	Water	FeaRaFD	230	labor2	2015-01-22_13.29.59.725000
38	2	2	Water	MereExp	230	labor2	2015-01-22_13.29.59.725000
38	1	3	Water	DisRaFD	230	labor2	2015-01-22_13.29.59.725000
38	4	4	Water	DisIAPS	230	labor2	2015-01-22_13.29.59.725000
38	1	1	Aero0	FeaRaFD	171	labor2	2015-01-22_13.29.59.725000
38	6	2	Aero0	MereExp	171	labor2	2015-01-22_13.29.59.725000
38	4	3	Aero0	DisIAPS	171	labor2	2015-01-22_13.29.59.725000
38	3	4	Aero0	DisRaFD	171	labor2	2015-01-22_13.29.59.725000
38	8	1	Aero0	DisIAPS	230	labor2	2015-01-22_13.29.59.725000
38	7	2	Aero0	MereExp	230	labor2	2015-01-22_13.29.59.725000
38	2	3	Aero0	DisRaFD	230	labor2	2015-01-22_13.29.59.725000
38	5	4	Aero0	FeaRaFD	230	labor2	2015-01-22_13.29.59.725000
