ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
105	6	1	Water	FeaRaFD	171	labor1	2015-01-29_15.46.47.846000
105	8	2	Water	DisRaFD	171	labor1	2015-01-29_15.46.47.846000
105	3	3	Water	DisIAPS	171	labor1	2015-01-29_15.46.47.846000
105	1	4	Water	MereExp	171	labor1	2015-01-29_15.46.47.846000
105	7	1	Water	MereExp	230	labor1	2015-01-29_15.46.47.846000
105	2	2	Water	FeaRaFD	230	labor1	2015-01-29_15.46.47.846000
105	4	3	Water	DisRaFD	230	labor1	2015-01-29_15.46.47.846000
105	5	4	Water	DisIAPS	230	labor1	2015-01-29_15.46.47.846000
105	2	1	Aero0	DisIAPS	171	labor1	2015-01-29_15.46.47.846000
105	4	2	Aero0	MereExp	171	labor1	2015-01-29_15.46.47.846000
105	7	3	Aero0	FeaRaFD	171	labor1	2015-01-29_15.46.47.846000
105	6	4	Aero0	DisRaFD	171	labor1	2015-01-29_15.46.47.846000
105	1	1	Aero0	MereExp	230	labor1	2015-01-29_15.46.47.846000
105	3	2	Aero0	DisRaFD	230	labor1	2015-01-29_15.46.47.846000
105	8	3	Aero0	FeaRaFD	230	labor1	2015-01-29_15.46.47.846000
105	5	4	Aero0	DisIAPS	230	labor1	2015-01-29_15.46.47.846000
