ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
115	5	1	Water	MereExp	171	labor4	2015-01-30_12.57.50.878000
115	2	2	Water	FeaRaFD	171	labor4	2015-01-30_12.57.50.878000
115	3	3	Water	DisRaFD	171	labor4	2015-01-30_12.57.50.878000
115	1	4	Water	DisIAPS	171	labor4	2015-01-30_12.57.50.878000
115	8	1	Water	DisIAPS	230	labor4	2015-01-30_12.57.50.878000
115	6	2	Water	MereExp	230	labor4	2015-01-30_12.57.50.878000
115	7	3	Water	DisRaFD	230	labor4	2015-01-30_12.57.50.878000
115	4	4	Water	FeaRaFD	230	labor4	2015-01-30_12.57.50.878000
115	5	1	Aero0	DisIAPS	171	labor4	2015-01-30_12.57.50.878000
115	3	2	Aero0	FeaRaFD	171	labor4	2015-01-30_12.57.50.878000
115	2	3	Aero0	MereExp	171	labor4	2015-01-30_12.57.50.878000
115	1	4	Aero0	DisRaFD	171	labor4	2015-01-30_12.57.50.878000
115	4	1	Aero0	DisIAPS	230	labor4	2015-01-30_12.57.50.878000
115	6	2	Aero0	DisRaFD	230	labor4	2015-01-30_12.57.50.878000
115	8	3	Aero0	MereExp	230	labor4	2015-01-30_12.57.50.878000
115	7	4	Aero0	FeaRaFD	230	labor4	2015-01-30_12.57.50.878000
