ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
73	6	1	Water	FeaRaFD	171	labor1	2015-01-28_12.49.48.332000
73	7	2	Water	MereExp	171	labor1	2015-01-28_12.49.48.332000
73	4	3	Water	DisRaFD	171	labor1	2015-01-28_12.49.48.332000
73	5	4	Water	DisIAPS	171	labor1	2015-01-28_12.49.48.332000
73	3	1	Water	FeaRaFD	230	labor1	2015-01-28_12.49.48.332000
73	8	2	Water	MereExp	230	labor1	2015-01-28_12.49.48.332000
73	1	3	Water	DisRaFD	230	labor1	2015-01-28_12.49.48.332000
73	2	4	Water	DisIAPS	230	labor1	2015-01-28_12.49.48.332000
73	4	1	Aero0	FeaRaFD	171	labor1	2015-01-28_12.49.48.332000
73	7	2	Aero0	DisRaFD	171	labor1	2015-01-28_12.49.48.332000
73	3	3	Aero0	DisIAPS	171	labor1	2015-01-28_12.49.48.332000
73	8	4	Aero0	MereExp	171	labor1	2015-01-28_12.49.48.332000
73	5	1	Aero0	DisIAPS	230	labor1	2015-01-28_12.49.48.332000
73	2	2	Aero0	MereExp	230	labor1	2015-01-28_12.49.48.332000
73	6	3	Aero0	DisRaFD	230	labor1	2015-01-28_12.49.48.332000
73	1	4	Aero0	FeaRaFD	230	labor1	2015-01-28_12.49.48.332000
