ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
58	2	1	Water	MereExp	171	labor1	2015-01-27_13.14.30.583000
58	7	2	Water	FeaRaFD	171	labor1	2015-01-27_13.14.30.583000
58	8	3	Water	DisIAPS	171	labor1	2015-01-27_13.14.30.583000
58	3	4	Water	DisRaFD	171	labor1	2015-01-27_13.14.30.583000
58	6	1	Water	MereExp	230	labor1	2015-01-27_13.14.30.583000
58	5	2	Water	FeaRaFD	230	labor1	2015-01-27_13.14.30.583000
58	1	3	Water	DisIAPS	230	labor1	2015-01-27_13.14.30.583000
58	4	4	Water	DisRaFD	230	labor1	2015-01-27_13.14.30.583000
58	1	1	Aero0	FeaRaFD	171	labor1	2015-01-27_13.14.30.583000
58	4	2	Aero0	DisRaFD	171	labor1	2015-01-27_13.14.30.583000
58	7	3	Aero0	MereExp	171	labor1	2015-01-27_13.14.30.583000
58	2	4	Aero0	DisIAPS	171	labor1	2015-01-27_13.14.30.583000
58	6	1	Aero0	MereExp	230	labor1	2015-01-27_13.14.30.583000
58	8	2	Aero0	DisIAPS	230	labor1	2015-01-27_13.14.30.583000
58	3	3	Aero0	DisRaFD	230	labor1	2015-01-27_13.14.30.583000
58	5	4	Aero0	FeaRaFD	230	labor1	2015-01-27_13.14.30.583000
