ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
57	5	1	Water	FeaRaFD	171	labor5	2015-01-27_11.54.39.899000
57	6	2	Water	DisRaFD	171	labor5	2015-01-27_11.54.39.899000
57	3	3	Water	DisIAPS	171	labor5	2015-01-27_11.54.39.899000
57	4	4	Water	MereExp	171	labor5	2015-01-27_11.54.39.899000
57	1	1	Water	FeaRaFD	230	labor5	2015-01-27_11.54.39.899000
57	2	2	Water	DisIAPS	230	labor5	2015-01-27_11.54.39.899000
57	8	3	Water	MereExp	230	labor5	2015-01-27_11.54.39.899000
57	7	4	Water	DisRaFD	230	labor5	2015-01-27_11.54.39.899000
57	8	1	Aero0	DisRaFD	171	labor5	2015-01-27_11.54.39.899000
57	5	2	Aero0	MereExp	171	labor5	2015-01-27_11.54.39.899000
57	6	3	Aero0	FeaRaFD	171	labor5	2015-01-27_11.54.39.899000
57	1	4	Aero0	DisIAPS	171	labor5	2015-01-27_11.54.39.899000
57	7	1	Aero0	MereExp	230	labor5	2015-01-27_11.54.39.899000
57	2	2	Aero0	FeaRaFD	230	labor5	2015-01-27_11.54.39.899000
57	3	3	Aero0	DisRaFD	230	labor5	2015-01-27_11.54.39.899000
57	4	4	Aero0	DisIAPS	230	labor5	2015-01-27_11.54.39.899000
