ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
142	1	1	Water	DisIAPS	171	labor5	2015-02-10_14.29.43.392000
142	6	2	Water	DisRaFD	171	labor5	2015-02-10_14.29.43.392000
142	5	3	Water	MereExp	171	labor5	2015-02-10_14.29.43.392000
142	3	4	Water	FeaRaFD	171	labor5	2015-02-10_14.29.43.392000
142	2	1	Water	DisRaFD	230	labor5	2015-02-10_14.29.43.392000
142	8	2	Water	MereExp	230	labor5	2015-02-10_14.29.43.392000
142	4	3	Water	FeaRaFD	230	labor5	2015-02-10_14.29.43.392000
142	7	4	Water	DisIAPS	230	labor5	2015-02-10_14.29.43.392000
142	1	1	Aero0	FeaRaFD	171	labor5	2015-02-10_14.29.43.392000
142	4	2	Aero0	DisIAPS	171	labor5	2015-02-10_14.29.43.392000
142	3	3	Aero0	DisRaFD	171	labor5	2015-02-10_14.29.43.392000
142	2	4	Aero0	MereExp	171	labor5	2015-02-10_14.29.43.392000
142	5	1	Aero0	FeaRaFD	230	labor5	2015-02-10_14.29.43.392000
142	8	2	Aero0	DisRaFD	230	labor5	2015-02-10_14.29.43.392000
142	7	3	Aero0	DisIAPS	230	labor5	2015-02-10_14.29.43.392000
142	6	4	Aero0	MereExp	230	labor5	2015-02-10_14.29.43.392000
