ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
97	3	1	Water	DisIAPS	171	labor4	2015-01-29_14.29.44.078000
97	8	2	Water	DisRaFD	171	labor4	2015-01-29_14.29.44.078000
97	1	3	Water	MereExp	171	labor4	2015-01-29_14.29.44.078000
97	2	4	Water	FeaRaFD	171	labor4	2015-01-29_14.29.44.078000
97	5	1	Water	DisIAPS	230	labor4	2015-01-29_14.29.44.078000
97	7	2	Water	FeaRaFD	230	labor4	2015-01-29_14.29.44.078000
97	6	3	Water	MereExp	230	labor4	2015-01-29_14.29.44.078000
97	4	4	Water	DisRaFD	230	labor4	2015-01-29_14.29.44.078000
97	3	1	Aero0	DisIAPS	171	labor4	2015-01-29_14.29.44.078000
97	1	2	Aero0	DisRaFD	171	labor4	2015-01-29_14.29.44.078000
97	7	3	Aero0	FeaRaFD	171	labor4	2015-01-29_14.29.44.078000
97	4	4	Aero0	MereExp	171	labor4	2015-01-29_14.29.44.078000
97	8	1	Aero0	FeaRaFD	230	labor4	2015-01-29_14.29.44.078000
97	5	2	Aero0	DisRaFD	230	labor4	2015-01-29_14.29.44.078000
97	6	3	Aero0	MereExp	230	labor4	2015-01-29_14.29.44.078000
97	2	4	Aero0	DisIAPS	230	labor4	2015-01-29_14.29.44.078000
