ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
64	3	1	Water	FeaRaFD	171	labor4	2015-01-28_10.43.19.567000
64	1	2	Water	DisRaFD	171	labor4	2015-01-28_10.43.19.567000
64	7	3	Water	MereExp	171	labor4	2015-01-28_10.43.19.567000
64	5	4	Water	DisIAPS	171	labor4	2015-01-28_10.43.19.567000
64	2	1	Water	MereExp	230	labor4	2015-01-28_10.43.19.567000
64	8	2	Water	DisRaFD	230	labor4	2015-01-28_10.43.19.567000
64	4	3	Water	FeaRaFD	230	labor4	2015-01-28_10.43.19.567000
64	6	4	Water	DisIAPS	230	labor4	2015-01-28_10.43.19.567000
64	4	1	Aero0	FeaRaFD	171	labor4	2015-01-28_10.43.19.567000
64	8	2	Aero0	MereExp	171	labor4	2015-01-28_10.43.19.567000
64	6	3	Aero0	DisRaFD	171	labor4	2015-01-28_10.43.19.567000
64	5	4	Aero0	DisIAPS	171	labor4	2015-01-28_10.43.19.567000
64	1	1	Aero0	MereExp	230	labor4	2015-01-28_10.43.19.567000
64	3	2	Aero0	DisIAPS	230	labor4	2015-01-28_10.43.19.567000
64	2	3	Aero0	DisRaFD	230	labor4	2015-01-28_10.43.19.567000
64	7	4	Aero0	FeaRaFD	230	labor4	2015-01-28_10.43.19.567000
