ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
22	4	1	Water	DisIAPS	171	labor4	2015-01-20_16.39.35.715000
22	8	2	Water	DisRaFD	171	labor4	2015-01-20_16.39.35.715000
22	5	3	Water	MereExp	171	labor4	2015-01-20_16.39.35.715000
22	6	4	Water	FeaRaFD	171	labor4	2015-01-20_16.39.35.715000
22	1	1	Water	MereExp	230	labor4	2015-01-20_16.39.35.715000
22	2	2	Water	DisIAPS	230	labor4	2015-01-20_16.39.35.715000
22	3	3	Water	DisRaFD	230	labor4	2015-01-20_16.39.35.715000
22	7	4	Water	FeaRaFD	230	labor4	2015-01-20_16.39.35.715000
22	8	1	Aero0	DisRaFD	171	labor4	2015-01-20_16.39.35.715000
22	2	2	Aero0	MereExp	171	labor4	2015-01-20_16.39.35.715000
22	1	3	Aero0	DisIAPS	171	labor4	2015-01-20_16.39.35.715000
22	6	4	Aero0	FeaRaFD	171	labor4	2015-01-20_16.39.35.715000
22	3	1	Aero0	DisIAPS	230	labor4	2015-01-20_16.39.35.715000
22	4	2	Aero0	MereExp	230	labor4	2015-01-20_16.39.35.715000
22	5	3	Aero0	DisRaFD	230	labor4	2015-01-20_16.39.35.715000
22	7	4	Aero0	FeaRaFD	230	labor4	2015-01-20_16.39.35.715000
