ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
9	3	1	Water	DisRaFD	171	labor8	2015-01-19_10.50.53.870000
9	5	2	Water	DisIAPS	171	labor8	2015-01-19_10.50.53.870000
9	1	3	Water	FeaRaFD	171	labor8	2015-01-19_10.50.53.870000
9	4	4	Water	MereExp	171	labor8	2015-01-19_10.50.53.870000
9	6	1	Water	DisIAPS	230	labor8	2015-01-19_10.50.53.870000
9	8	2	Water	MereExp	230	labor8	2015-01-19_10.50.53.870000
9	7	3	Water	FeaRaFD	230	labor8	2015-01-19_10.50.53.870000
9	2	4	Water	DisRaFD	230	labor8	2015-01-19_10.50.53.870000
9	5	1	Aero0	DisRaFD	171	labor8	2015-01-19_10.50.53.870000
9	3	2	Aero0	MereExp	171	labor8	2015-01-19_10.50.53.870000
9	1	3	Aero0	FeaRaFD	171	labor8	2015-01-19_10.50.53.870000
9	8	4	Aero0	DisIAPS	171	labor8	2015-01-19_10.50.53.870000
9	2	1	Aero0	FeaRaFD	230	labor8	2015-01-19_10.50.53.870000
9	7	2	Aero0	DisRaFD	230	labor8	2015-01-19_10.50.53.870000
9	4	3	Aero0	DisIAPS	230	labor8	2015-01-19_10.50.53.870000
9	6	4	Aero0	MereExp	230	labor8	2015-01-19_10.50.53.870000
