ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
109	7	1	Water	FeaRaFD	171	labor5	2015-01-30_10.42.12.584000
109	1	2	Water	DisIAPS	171	labor5	2015-01-30_10.42.12.584000
109	5	3	Water	MereExp	171	labor5	2015-01-30_10.42.12.584000
109	2	4	Water	DisRaFD	171	labor5	2015-01-30_10.42.12.584000
109	8	1	Water	DisIAPS	230	labor5	2015-01-30_10.42.12.584000
109	4	2	Water	FeaRaFD	230	labor5	2015-01-30_10.42.12.584000
109	3	3	Water	DisRaFD	230	labor5	2015-01-30_10.42.12.584000
109	6	4	Water	MereExp	230	labor5	2015-01-30_10.42.12.584000
109	1	1	Aero0	DisRaFD	171	labor5	2015-01-30_10.42.12.584000
109	5	2	Aero0	FeaRaFD	171	labor5	2015-01-30_10.42.12.584000
109	2	3	Aero0	DisIAPS	171	labor5	2015-01-30_10.42.12.584000
109	6	4	Aero0	MereExp	171	labor5	2015-01-30_10.42.12.584000
109	4	1	Aero0	MereExp	230	labor5	2015-01-30_10.42.12.584000
109	7	2	Aero0	DisIAPS	230	labor5	2015-01-30_10.42.12.584000
109	3	3	Aero0	DisRaFD	230	labor5	2015-01-30_10.42.12.584000
109	8	4	Aero0	FeaRaFD	230	labor5	2015-01-30_10.42.12.584000
