ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
5	1	1	Water	DisIAPS	171	labor8	2015-01-15_15.33.48.040000
5	2	2	Water	DisRaFD	171	labor8	2015-01-15_15.33.48.040000
5	5	3	Water	MereExp	171	labor8	2015-01-15_15.33.48.040000
5	6	4	Water	FeaRaFD	171	labor8	2015-01-15_15.33.48.040000
5	8	1	Water	FeaRaFD	230	labor8	2015-01-15_15.33.48.040000
5	7	2	Water	DisIAPS	230	labor8	2015-01-15_15.33.48.040000
5	4	3	Water	MereExp	230	labor8	2015-01-15_15.33.48.040000
5	3	4	Water	DisRaFD	230	labor8	2015-01-15_15.33.48.040000
5	6	1	Aero0	DisIAPS	171	labor8	2015-01-15_15.33.48.040000
5	2	2	Aero0	MereExp	171	labor8	2015-01-15_15.33.48.040000
5	4	3	Aero0	FeaRaFD	171	labor8	2015-01-15_15.33.48.040000
5	7	4	Aero0	DisRaFD	171	labor8	2015-01-15_15.33.48.040000
5	1	1	Aero0	DisIAPS	230	labor8	2015-01-15_15.33.48.040000
5	3	2	Aero0	DisRaFD	230	labor8	2015-01-15_15.33.48.040000
5	8	3	Aero0	FeaRaFD	230	labor8	2015-01-15_15.33.48.040000
5	5	4	Aero0	MereExp	230	labor8	2015-01-15_15.33.48.040000
