ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
2	2	1	Water	DisRaFD	171	labor4	2015-01-15_15.32.53.074000
2	3	2	Water	FeaRaFD	171	labor4	2015-01-15_15.32.53.074000
2	8	3	Water	MereExp	171	labor4	2015-01-15_15.32.53.074000
2	5	4	Water	DisIAPS	171	labor4	2015-01-15_15.32.53.074000
2	1	1	Water	DisRaFD	230	labor4	2015-01-15_15.32.53.074000
2	6	2	Water	DisIAPS	230	labor4	2015-01-15_15.32.53.074000
2	7	3	Water	FeaRaFD	230	labor4	2015-01-15_15.32.53.074000
2	4	4	Water	MereExp	230	labor4	2015-01-15_15.32.53.074000
2	3	1	Aero0	DisRaFD	171	labor4	2015-01-15_15.32.53.074000
2	8	2	Aero0	DisIAPS	171	labor4	2015-01-15_15.32.53.074000
2	5	3	Aero0	FeaRaFD	171	labor4	2015-01-15_15.32.53.074000
2	1	4	Aero0	MereExp	171	labor4	2015-01-15_15.32.53.074000
2	7	1	Aero0	FeaRaFD	230	labor4	2015-01-15_15.32.53.074000
2	6	2	Aero0	DisRaFD	230	labor4	2015-01-15_15.32.53.074000
2	2	3	Aero0	MereExp	230	labor4	2015-01-15_15.32.53.074000
2	4	4	Aero0	DisIAPS	230	labor4	2015-01-15_15.32.53.074000
