ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
17	3	1	Water	DisRaFD	171	labor4	2015-01-20_12.43.55.024000
17	1	2	Water	MereExp	171	labor4	2015-01-20_12.43.55.024000
17	4	3	Water	DisIAPS	171	labor4	2015-01-20_12.43.55.024000
17	7	4	Water	FeaRaFD	171	labor4	2015-01-20_12.43.55.024000
17	6	1	Water	MereExp	230	labor4	2015-01-20_12.43.55.024000
17	5	2	Water	DisRaFD	230	labor4	2015-01-20_12.43.55.024000
17	2	3	Water	DisIAPS	230	labor4	2015-01-20_12.43.55.024000
17	8	4	Water	FeaRaFD	230	labor4	2015-01-20_12.43.55.024000
17	2	1	Aero0	MereExp	171	labor4	2015-01-20_12.43.55.024000
17	8	2	Aero0	DisRaFD	171	labor4	2015-01-20_12.43.55.024000
17	5	3	Aero0	DisIAPS	171	labor4	2015-01-20_12.43.55.024000
17	6	4	Aero0	FeaRaFD	171	labor4	2015-01-20_12.43.55.024000
17	3	1	Aero0	MereExp	230	labor4	2015-01-20_12.43.55.024000
17	7	2	Aero0	DisIAPS	230	labor4	2015-01-20_12.43.55.024000
17	1	3	Aero0	FeaRaFD	230	labor4	2015-01-20_12.43.55.024000
17	4	4	Aero0	DisRaFD	230	labor4	2015-01-20_12.43.55.024000
