ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
102	6	1	Water	FeaRaFD	171	labor5	2015-01-29_15.08.46.296000
102	1	2	Water	DisRaFD	171	labor5	2015-01-29_15.08.46.296000
102	4	3	Water	MereExp	171	labor5	2015-01-29_15.08.46.296000
102	7	4	Water	DisIAPS	171	labor5	2015-01-29_15.08.46.296000
102	8	1	Water	DisRaFD	230	labor5	2015-01-29_15.08.46.296000
102	2	2	Water	FeaRaFD	230	labor5	2015-01-29_15.08.46.296000
102	3	3	Water	MereExp	230	labor5	2015-01-29_15.08.46.296000
102	5	4	Water	DisIAPS	230	labor5	2015-01-29_15.08.46.296000
102	1	1	Aero0	DisIAPS	171	labor5	2015-01-29_15.08.46.296000
102	4	2	Aero0	FeaRaFD	171	labor5	2015-01-29_15.08.46.296000
102	3	3	Aero0	MereExp	171	labor5	2015-01-29_15.08.46.296000
102	2	4	Aero0	DisRaFD	171	labor5	2015-01-29_15.08.46.296000
102	5	1	Aero0	DisRaFD	230	labor5	2015-01-29_15.08.46.296000
102	6	2	Aero0	FeaRaFD	230	labor5	2015-01-29_15.08.46.296000
102	7	3	Aero0	MereExp	230	labor5	2015-01-29_15.08.46.296000
102	8	4	Aero0	DisIAPS	230	labor5	2015-01-29_15.08.46.296000
