ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
18	2	1	Water	DisRaFD	171	labor2	2015-01-20_12.44.21.065000
18	6	2	Water	MereExp	171	labor2	2015-01-20_12.44.21.065000
18	5	3	Water	FeaRaFD	171	labor2	2015-01-20_12.44.21.065000
18	8	4	Water	DisIAPS	171	labor2	2015-01-20_12.44.21.065000
18	1	1	Water	MereExp	230	labor2	2015-01-20_12.44.21.065000
18	4	2	Water	DisRaFD	230	labor2	2015-01-20_12.44.21.065000
18	3	3	Water	DisIAPS	230	labor2	2015-01-20_12.44.21.065000
18	7	4	Water	FeaRaFD	230	labor2	2015-01-20_12.44.21.065000
18	4	1	Aero0	DisRaFD	171	labor2	2015-01-20_12.44.21.065000
18	8	2	Aero0	MereExp	171	labor2	2015-01-20_12.44.21.065000
18	2	3	Aero0	DisIAPS	171	labor2	2015-01-20_12.44.21.065000
18	5	4	Aero0	FeaRaFD	171	labor2	2015-01-20_12.44.21.065000
18	7	1	Aero0	DisRaFD	230	labor2	2015-01-20_12.44.21.065000
18	3	2	Aero0	MereExp	230	labor2	2015-01-20_12.44.21.065000
18	6	3	Aero0	FeaRaFD	230	labor2	2015-01-20_12.44.21.065000
18	1	4	Aero0	DisIAPS	230	labor2	2015-01-20_12.44.21.065000
