ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
59	5	1	Water	DisIAPS	171	labor2	2015-01-27_14.18.00.853000
59	2	2	Water	DisRaFD	171	labor2	2015-01-27_14.18.00.853000
59	8	3	Water	MereExp	171	labor2	2015-01-27_14.18.00.853000
59	3	4	Water	FeaRaFD	171	labor2	2015-01-27_14.18.00.853000
59	1	1	Water	MereExp	230	labor2	2015-01-27_14.18.00.853000
59	4	2	Water	FeaRaFD	230	labor2	2015-01-27_14.18.00.853000
59	6	3	Water	DisRaFD	230	labor2	2015-01-27_14.18.00.853000
59	7	4	Water	DisIAPS	230	labor2	2015-01-27_14.18.00.853000
59	7	1	Aero0	MereExp	171	labor2	2015-01-27_14.18.00.853000
59	5	2	Aero0	FeaRaFD	171	labor2	2015-01-27_14.18.00.853000
59	2	3	Aero0	DisIAPS	171	labor2	2015-01-27_14.18.00.853000
59	1	4	Aero0	DisRaFD	171	labor2	2015-01-27_14.18.00.853000
59	8	1	Aero0	DisIAPS	230	labor2	2015-01-27_14.18.00.853000
59	4	2	Aero0	FeaRaFD	230	labor2	2015-01-27_14.18.00.853000
59	3	3	Aero0	DisRaFD	230	labor2	2015-01-27_14.18.00.853000
59	6	4	Aero0	MereExp	230	labor2	2015-01-27_14.18.00.853000
