ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
8	8	1	Water	FeaRaFD	171	labor2	2015-01-19_10.46.33.088000
8	6	2	Water	DisIAPS	171	labor2	2015-01-19_10.46.33.088000
8	2	3	Water	DisRaFD	171	labor2	2015-01-19_10.46.33.088000
8	1	4	Water	MereExp	171	labor2	2015-01-19_10.46.33.088000
8	4	1	Water	DisRaFD	230	labor2	2015-01-19_10.46.33.088000
8	5	2	Water	DisIAPS	230	labor2	2015-01-19_10.46.33.088000
8	7	3	Water	MereExp	230	labor2	2015-01-19_10.46.33.088000
8	3	4	Water	FeaRaFD	230	labor2	2015-01-19_10.46.33.088000
8	6	1	Aero0	DisRaFD	171	labor2	2015-01-19_10.46.33.088000
8	8	2	Aero0	DisIAPS	171	labor2	2015-01-19_10.46.33.088000
8	7	3	Aero0	MereExp	171	labor2	2015-01-19_10.46.33.088000
8	2	4	Aero0	FeaRaFD	171	labor2	2015-01-19_10.46.33.088000
8	3	1	Aero0	DisRaFD	230	labor2	2015-01-19_10.46.33.088000
8	1	2	Aero0	DisIAPS	230	labor2	2015-01-19_10.46.33.088000
8	5	3	Aero0	MereExp	230	labor2	2015-01-19_10.46.33.088000
8	4	4	Aero0	FeaRaFD	230	labor2	2015-01-19_10.46.33.088000
