ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
14	5	1	Water	MereExp	171	labor1	2015-01-20_11.59.00.570000
14	7	2	Water	DisIAPS	171	labor1	2015-01-20_11.59.00.570000
14	1	3	Water	FeaRaFD	171	labor1	2015-01-20_11.59.00.570000
14	6	4	Water	DisRaFD	171	labor1	2015-01-20_11.59.00.570000
14	3	1	Water	MereExp	230	labor1	2015-01-20_11.59.00.570000
14	2	2	Water	FeaRaFD	230	labor1	2015-01-20_11.59.00.570000
14	4	3	Water	DisIAPS	230	labor1	2015-01-20_11.59.00.570000
14	8	4	Water	DisRaFD	230	labor1	2015-01-20_11.59.00.570000
14	1	1	Aero0	FeaRaFD	171	labor1	2015-01-20_11.59.00.570000
14	3	2	Aero0	DisRaFD	171	labor1	2015-01-20_11.59.00.570000
14	5	3	Aero0	DisIAPS	171	labor1	2015-01-20_11.59.00.570000
14	7	4	Aero0	MereExp	171	labor1	2015-01-20_11.59.00.570000
14	4	1	Aero0	MereExp	230	labor1	2015-01-20_11.59.00.570000
14	6	2	Aero0	DisRaFD	230	labor1	2015-01-20_11.59.00.570000
14	8	3	Aero0	FeaRaFD	230	labor1	2015-01-20_11.59.00.570000
14	2	4	Aero0	DisIAPS	230	labor1	2015-01-20_11.59.00.570000
