ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
19	4	1	Water	MereExp	171	labor2	2015-01-20_15.47.58.225000
19	6	2	Water	DisRaFD	171	labor2	2015-01-20_15.47.58.225000
19	8	3	Water	FeaRaFD	171	labor2	2015-01-20_15.47.58.225000
19	1	4	Water	DisIAPS	171	labor2	2015-01-20_15.47.58.225000
19	3	1	Water	MereExp	230	labor2	2015-01-20_15.47.58.225000
19	5	2	Water	FeaRaFD	230	labor2	2015-01-20_15.47.58.225000
19	2	3	Water	DisRaFD	230	labor2	2015-01-20_15.47.58.225000
19	7	4	Water	DisIAPS	230	labor2	2015-01-20_15.47.58.225000
19	1	1	Aero0	FeaRaFD	171	labor2	2015-01-20_15.47.58.225000
19	4	2	Aero0	MereExp	171	labor2	2015-01-20_15.47.58.225000
19	5	3	Aero0	DisIAPS	171	labor2	2015-01-20_15.47.58.225000
19	7	4	Aero0	DisRaFD	171	labor2	2015-01-20_15.47.58.225000
19	3	1	Aero0	MereExp	230	labor2	2015-01-20_15.47.58.225000
19	2	2	Aero0	DisRaFD	230	labor2	2015-01-20_15.47.58.225000
19	6	3	Aero0	FeaRaFD	230	labor2	2015-01-20_15.47.58.225000
19	8	4	Aero0	DisIAPS	230	labor2	2015-01-20_15.47.58.225000
