ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
122	4	1	Water	FeaRaFD	171	labor4	2015-02-02_13.48.39.320000
122	6	2	Water	MereExp	171	labor4	2015-02-02_13.48.39.320000
122	7	3	Water	DisRaFD	171	labor4	2015-02-02_13.48.39.320000
122	8	4	Water	DisIAPS	171	labor4	2015-02-02_13.48.39.320000
122	5	1	Water	DisRaFD	230	labor4	2015-02-02_13.48.39.320000
122	2	2	Water	FeaRaFD	230	labor4	2015-02-02_13.48.39.320000
122	1	3	Water	DisIAPS	230	labor4	2015-02-02_13.48.39.320000
122	3	4	Water	MereExp	230	labor4	2015-02-02_13.48.39.320000
122	2	1	Aero0	MereExp	171	labor4	2015-02-02_13.48.39.320000
122	1	2	Aero0	FeaRaFD	171	labor4	2015-02-02_13.48.39.320000
122	6	3	Aero0	DisRaFD	171	labor4	2015-02-02_13.48.39.320000
122	4	4	Aero0	DisIAPS	171	labor4	2015-02-02_13.48.39.320000
122	8	1	Aero0	FeaRaFD	230	labor4	2015-02-02_13.48.39.320000
122	5	2	Aero0	DisRaFD	230	labor4	2015-02-02_13.48.39.320000
122	3	3	Aero0	DisIAPS	230	labor4	2015-02-02_13.48.39.320000
122	7	4	Aero0	MereExp	230	labor4	2015-02-02_13.48.39.320000
