ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
3	7	1	Water	MereExp	171	labor1	2015-01-15_15.32.48.371000
3	6	2	Water	DisRaFD	171	labor1	2015-01-15_15.32.48.371000
3	3	3	Water	DisIAPS	171	labor1	2015-01-15_15.32.48.371000
3	4	4	Water	FeaRaFD	171	labor1	2015-01-15_15.32.48.371000
3	8	1	Water	DisIAPS	230	labor1	2015-01-15_15.32.48.371000
3	2	2	Water	MereExp	230	labor1	2015-01-15_15.32.48.371000
3	5	3	Water	DisRaFD	230	labor1	2015-01-15_15.32.48.371000
3	1	4	Water	FeaRaFD	230	labor1	2015-01-15_15.32.48.371000
3	2	1	Aero0	DisRaFD	171	labor1	2015-01-15_15.32.48.371000
3	6	2	Aero0	DisIAPS	171	labor1	2015-01-15_15.32.48.371000
3	8	3	Aero0	FeaRaFD	171	labor1	2015-01-15_15.32.48.371000
3	3	4	Aero0	MereExp	171	labor1	2015-01-15_15.32.48.371000
3	4	1	Aero0	FeaRaFD	230	labor1	2015-01-15_15.32.48.371000
3	7	2	Aero0	MereExp	230	labor1	2015-01-15_15.32.48.371000
3	1	3	Aero0	DisIAPS	230	labor1	2015-01-15_15.32.48.371000
3	5	4	Aero0	DisRaFD	230	labor1	2015-01-15_15.32.48.371000
