ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
140	3	1	Water	FeaRaFD	171	labor2	2015-02-05_15.44.49.529000
140	4	2	Water	DisRaFD	171	labor2	2015-02-05_15.44.49.529000
140	1	3	Water	MereExp	171	labor2	2015-02-05_15.44.49.529000
140	7	4	Water	DisIAPS	171	labor2	2015-02-05_15.44.49.529000
140	8	1	Water	DisIAPS	230	labor2	2015-02-05_15.44.49.529000
140	6	2	Water	MereExp	230	labor2	2015-02-05_15.44.49.529000
140	5	3	Water	DisRaFD	230	labor2	2015-02-05_15.44.49.529000
140	2	4	Water	FeaRaFD	230	labor2	2015-02-05_15.44.49.529000
140	3	1	Aero0	FeaRaFD	171	labor2	2015-02-05_15.44.49.529000
140	8	2	Aero0	DisRaFD	171	labor2	2015-02-05_15.44.49.529000
140	6	3	Aero0	DisIAPS	171	labor2	2015-02-05_15.44.49.529000
140	2	4	Aero0	MereExp	171	labor2	2015-02-05_15.44.49.529000
140	7	1	Aero0	MereExp	230	labor2	2015-02-05_15.44.49.529000
140	4	2	Aero0	DisIAPS	230	labor2	2015-02-05_15.44.49.529000
140	1	3	Aero0	DisRaFD	230	labor2	2015-02-05_15.44.49.529000
140	5	4	Aero0	FeaRaFD	230	labor2	2015-02-05_15.44.49.529000
