ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
123	4	1	Water	DisIAPS	171	labor2	2015-02-02_13.52.35.095000
123	2	2	Water	FeaRaFD	171	labor2	2015-02-02_13.52.35.095000
123	6	3	Water	MereExp	171	labor2	2015-02-02_13.52.35.095000
123	3	4	Water	DisRaFD	171	labor2	2015-02-02_13.52.35.095000
123	8	1	Water	MereExp	230	labor2	2015-02-02_13.52.35.095000
123	5	2	Water	DisRaFD	230	labor2	2015-02-02_13.52.35.095000
123	7	3	Water	FeaRaFD	230	labor2	2015-02-02_13.52.35.095000
123	1	4	Water	DisIAPS	230	labor2	2015-02-02_13.52.35.095000
123	2	1	Aero0	FeaRaFD	171	labor2	2015-02-02_13.52.35.095000
123	1	2	Aero0	DisRaFD	171	labor2	2015-02-02_13.52.35.095000
123	8	3	Aero0	MereExp	171	labor2	2015-02-02_13.52.35.095000
123	3	4	Aero0	DisIAPS	171	labor2	2015-02-02_13.52.35.095000
123	7	1	Aero0	DisIAPS	230	labor2	2015-02-02_13.52.35.095000
123	4	2	Aero0	DisRaFD	230	labor2	2015-02-02_13.52.35.095000
123	5	3	Aero0	FeaRaFD	230	labor2	2015-02-02_13.52.35.095000
123	6	4	Aero0	MereExp	230	labor2	2015-02-02_13.52.35.095000
