ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
81	2	1	Water	FeaRaFD	171	labor5	2015-01-29_10.21.51.931000
81	3	2	Water	DisRaFD	171	labor5	2015-01-29_10.21.51.931000
81	5	3	Water	DisIAPS	171	labor5	2015-01-29_10.21.51.931000
81	7	4	Water	MereExp	171	labor5	2015-01-29_10.21.51.931000
81	4	1	Water	MereExp	230	labor5	2015-01-29_10.21.51.931000
81	6	2	Water	DisRaFD	230	labor5	2015-01-29_10.21.51.931000
81	8	3	Water	FeaRaFD	230	labor5	2015-01-29_10.21.51.931000
81	1	4	Water	DisIAPS	230	labor5	2015-01-29_10.21.51.931000
81	3	1	Aero0	DisIAPS	171	labor5	2015-01-29_10.21.51.931000
81	6	2	Aero0	DisRaFD	171	labor5	2015-01-29_10.21.51.931000
81	8	3	Aero0	FeaRaFD	171	labor5	2015-01-29_10.21.51.931000
81	4	4	Aero0	MereExp	171	labor5	2015-01-29_10.21.51.931000
81	1	1	Aero0	DisIAPS	230	labor5	2015-01-29_10.21.51.931000
81	7	2	Aero0	MereExp	230	labor5	2015-01-29_10.21.51.931000
81	5	3	Aero0	FeaRaFD	230	labor5	2015-01-29_10.21.51.931000
81	2	4	Aero0	DisRaFD	230	labor5	2015-01-29_10.21.51.931000
