ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
48	6	1	Water	DisIAPS	171	labor4	2015-01-26_13.44.21.803000
48	5	2	Water	FeaRaFD	171	labor4	2015-01-26_13.44.21.803000
48	2	3	Water	DisRaFD	171	labor4	2015-01-26_13.44.21.803000
48	7	4	Water	MereExp	171	labor4	2015-01-26_13.44.21.803000
48	4	1	Water	FeaRaFD	230	labor4	2015-01-26_13.44.21.803000
48	1	2	Water	DisIAPS	230	labor4	2015-01-26_13.44.21.803000
48	8	3	Water	MereExp	230	labor4	2015-01-26_13.44.21.803000
48	3	4	Water	DisRaFD	230	labor4	2015-01-26_13.44.21.803000
48	1	1	Aero0	DisRaFD	171	labor4	2015-01-26_13.44.21.803000
48	2	2	Aero0	FeaRaFD	171	labor4	2015-01-26_13.44.21.803000
48	7	3	Aero0	DisIAPS	171	labor4	2015-01-26_13.44.21.803000
48	8	4	Aero0	MereExp	171	labor4	2015-01-26_13.44.21.803000
48	3	1	Aero0	MereExp	230	labor4	2015-01-26_13.44.21.803000
48	4	2	Aero0	DisIAPS	230	labor4	2015-01-26_13.44.21.803000
48	5	3	Aero0	DisRaFD	230	labor4	2015-01-26_13.44.21.803000
48	6	4	Aero0	FeaRaFD	230	labor4	2015-01-26_13.44.21.803000
