ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
128	6	1	Water	MereExp	171	labor8	2015-02-04_10.02.13.064000
128	2	2	Water	DisIAPS	171	labor8	2015-02-04_10.02.13.064000
128	8	3	Water	FeaRaFD	171	labor8	2015-02-04_10.02.13.064000
128	5	4	Water	DisRaFD	171	labor8	2015-02-04_10.02.13.064000
128	3	1	Water	DisRaFD	230	labor8	2015-02-04_10.02.13.064000
128	4	2	Water	MereExp	230	labor8	2015-02-04_10.02.13.064000
128	1	3	Water	FeaRaFD	230	labor8	2015-02-04_10.02.13.064000
128	7	4	Water	DisIAPS	230	labor8	2015-02-04_10.02.13.064000
128	6	1	Aero0	MereExp	171	labor8	2015-02-04_10.02.13.064000
128	4	2	Aero0	FeaRaFD	171	labor8	2015-02-04_10.02.13.064000
128	2	3	Aero0	DisRaFD	171	labor8	2015-02-04_10.02.13.064000
128	7	4	Aero0	DisIAPS	171	labor8	2015-02-04_10.02.13.064000
128	8	1	Aero0	MereExp	230	labor8	2015-02-04_10.02.13.064000
128	3	2	Aero0	DisRaFD	230	labor8	2015-02-04_10.02.13.064000
128	5	3	Aero0	FeaRaFD	230	labor8	2015-02-04_10.02.13.064000
128	1	4	Aero0	DisIAPS	230	labor8	2015-02-04_10.02.13.064000
