ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
34	6	1	Water	FeaRaFD	171	labor4	2015-01-22_11.23.22.497000
34	5	2	Water	DisIAPS	171	labor4	2015-01-22_11.23.22.497000
34	8	3	Water	DisRaFD	171	labor4	2015-01-22_11.23.22.497000
34	4	4	Water	MereExp	171	labor4	2015-01-22_11.23.22.497000
34	1	1	Water	MereExp	230	labor4	2015-01-22_11.23.22.497000
34	3	2	Water	DisIAPS	230	labor4	2015-01-22_11.23.22.497000
34	2	3	Water	DisRaFD	230	labor4	2015-01-22_11.23.22.497000
34	7	4	Water	FeaRaFD	230	labor4	2015-01-22_11.23.22.497000
34	1	1	Aero0	DisIAPS	171	labor4	2015-01-22_11.23.22.497000
34	5	2	Aero0	MereExp	171	labor4	2015-01-22_11.23.22.497000
34	2	3	Aero0	FeaRaFD	171	labor4	2015-01-22_11.23.22.497000
34	8	4	Aero0	DisRaFD	171	labor4	2015-01-22_11.23.22.497000
34	7	1	Aero0	MereExp	230	labor4	2015-01-22_11.23.22.497000
34	3	2	Aero0	DisRaFD	230	labor4	2015-01-22_11.23.22.497000
34	6	3	Aero0	DisIAPS	230	labor4	2015-01-22_11.23.22.497000
34	4	4	Aero0	FeaRaFD	230	labor4	2015-01-22_11.23.22.497000
