ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
82	8	1	Water	FeaRaFD	171	labor4	2015-01-29_10.33.40.298000
82	5	2	Water	DisIAPS	171	labor4	2015-01-29_10.33.40.298000
82	4	3	Water	DisRaFD	171	labor4	2015-01-29_10.33.40.298000
82	3	4	Water	MereExp	171	labor4	2015-01-29_10.33.40.298000
82	2	1	Water	MereExp	230	labor4	2015-01-29_10.33.40.298000
82	1	2	Water	DisRaFD	230	labor4	2015-01-29_10.33.40.298000
82	6	3	Water	FeaRaFD	230	labor4	2015-01-29_10.33.40.298000
82	7	4	Water	DisIAPS	230	labor4	2015-01-29_10.33.40.298000
82	5	1	Aero0	MereExp	171	labor4	2015-01-29_10.33.40.298000
82	2	2	Aero0	DisRaFD	171	labor4	2015-01-29_10.33.40.298000
82	8	3	Aero0	FeaRaFD	171	labor4	2015-01-29_10.33.40.298000
82	7	4	Aero0	DisIAPS	171	labor4	2015-01-29_10.33.40.298000
82	6	1	Aero0	DisRaFD	230	labor4	2015-01-29_10.33.40.298000
82	3	2	Aero0	MereExp	230	labor4	2015-01-29_10.33.40.298000
82	1	3	Aero0	FeaRaFD	230	labor4	2015-01-29_10.33.40.298000
82	4	4	Aero0	DisIAPS	230	labor4	2015-01-29_10.33.40.298000
