ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
134	3	1	Water	DisIAPS	171	labor5	2015-02-05_11.55.08.896000
134	1	2	Water	MereExp	171	labor5	2015-02-05_11.55.08.896000
134	7	3	Water	FeaRaFD	171	labor5	2015-02-05_11.55.08.896000
134	4	4	Water	DisRaFD	171	labor5	2015-02-05_11.55.08.896000
134	2	1	Water	FeaRaFD	230	labor5	2015-02-05_11.55.08.896000
134	6	2	Water	DisIAPS	230	labor5	2015-02-05_11.55.08.896000
134	5	3	Water	MereExp	230	labor5	2015-02-05_11.55.08.896000
134	8	4	Water	DisRaFD	230	labor5	2015-02-05_11.55.08.896000
134	3	1	Aero0	DisRaFD	171	labor5	2015-02-05_11.55.08.896000
134	8	2	Aero0	MereExp	171	labor5	2015-02-05_11.55.08.896000
134	4	3	Aero0	FeaRaFD	171	labor5	2015-02-05_11.55.08.896000
134	1	4	Aero0	DisIAPS	171	labor5	2015-02-05_11.55.08.896000
134	6	1	Aero0	FeaRaFD	230	labor5	2015-02-05_11.55.08.896000
134	2	2	Aero0	DisRaFD	230	labor5	2015-02-05_11.55.08.896000
134	7	3	Aero0	MereExp	230	labor5	2015-02-05_11.55.08.896000
134	5	4	Aero0	DisIAPS	230	labor5	2015-02-05_11.55.08.896000
