ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
136	6	1	Water	DisIAPS	171	labor4	2015-02-05_14.11.28.210000
136	4	2	Water	FeaRaFD	171	labor4	2015-02-05_14.11.28.210000
136	5	3	Water	MereExp	171	labor4	2015-02-05_14.11.28.210000
136	2	4	Water	DisRaFD	171	labor4	2015-02-05_14.11.28.210000
136	7	1	Water	DisRaFD	230	labor4	2015-02-05_14.11.28.210000
136	8	2	Water	FeaRaFD	230	labor4	2015-02-05_14.11.28.210000
136	3	3	Water	DisIAPS	230	labor4	2015-02-05_14.11.28.210000
136	1	4	Water	MereExp	230	labor4	2015-02-05_14.11.28.210000
136	3	1	Aero0	DisIAPS	171	labor4	2015-02-05_14.11.28.210000
136	8	2	Aero0	FeaRaFD	171	labor4	2015-02-05_14.11.28.210000
136	7	3	Aero0	MereExp	171	labor4	2015-02-05_14.11.28.210000
136	2	4	Aero0	DisRaFD	171	labor4	2015-02-05_14.11.28.210000
136	5	1	Aero0	FeaRaFD	230	labor4	2015-02-05_14.11.28.210000
136	1	2	Aero0	DisIAPS	230	labor4	2015-02-05_14.11.28.210000
136	6	3	Aero0	MereExp	230	labor4	2015-02-05_14.11.28.210000
136	4	4	Aero0	DisRaFD	230	labor4	2015-02-05_14.11.28.210000
